
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | 344tok | 1.60s
L2M-DV   | pred='tyennnyn' | pos_acc=8/8 (100.0%) | 842tok | 6.50s
Baseline | pred='yssllnno' | pos_acc=3/8 (37.5%) | 371tok | 0.96s
CoT      | pred='yssllnno' | pos_acc=3/8 (37.5%) | 396tok | 0.96s
L2M      | pred='ysclryen' | pos_acc=8/8 (100.0%) | 558tok | 2.25s
L2M-DV   | pred='ysclryen' | pos_acc=8/8 (100.0%) | 787tok | 3.22s
Baseline | pred='yntlnnns' | pos_acc=4/8 (50.0%) | 376tok | 0.93s
CoT      | pred='yntlnnns' | pos_acc=4/8 (50.0%) | 399tok | 0.91s
L2M      | pred='ymnlennn' | pos_acc=8/8 (100.0%) | 561tok | 3.53s
L2M-DV   | pred='ymnlennn' | pos_acc=8/8 (100.0%) | 790tok | 2.72s
Baseline | pred='ylnneese' | pos_acc=3/8 (37.5%) | 369tok | 0.90s
CoT      | pred='yntnllly' | pos_acc=5/8 (62.5%) | 395tok | 1.44s
L2M      | pred='ynynleny' | pos_acc=8/8 (100.0%) | 565tok | 2.04s
L2M-DV   | pred='ynynleny' | pos_acc=8/8 (100.0%) | 787tok | 2.37s
Baseline | pred='eenlnnry' | pos_acc=4/8 (50.0%) | 366tok | 0.81s
CoT      | pred='eennnnny' | pos_acc=6/8 (75.0%) | 391tok | 0.74s
L2M      | pred='eynnlnny' | pos_acc=8/8 (100.0%) | 563tok | 1.85s
L2M-DV   | pred='eynnlnny' | pos_acc=8/8 (100.0%) | 842tok | 4.91s

### Batch Summary (n_words=8)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  54.37% | 7,378 | 0.963s |
| CoT      |  60.00% | 7,824 | 1.101s |
| L2M      |  95.00% | 11,225 | 2.153s |
| L2M-DV   |  92.50% | 15,863 | 3.586s |

======================================================================
num_words = 9 | batch_size = 20
Baseline | pred='nyrnnleeei' | pos_acc=5/9 (55.6%) | 365tok | 0.90s | len_mismatch(gold=9, pred=10)
CoT      | pred='nyrnnleeei' | pos_acc=5/9 (55.6%) | 390tok | 0.82s | len_mismatch(gold=9, pred=10)
L2M      | pred='ynnnemye' | pos_acc=2/9 (22.2%) | 606tok | 3.66s | len_mismatch(gold=9, pred=8)
L2M-DV   | pred='nynnnemye' | pos_acc=9/9 (100.0%) | 789tok | 2.26s
Baseline | pred='lccmnlyne' | pos_acc=5/9 (55.6%) | 371tok | 0.90s
CoT      | pred='lxylmnlye' | pos_acc=3/9 (33.3%) | 396tok | 1.42s
L2M      | pred='rcymeyyne' | pos_acc=7/9 (77.8%) | 569tok | 2.09s
L2M-DV   | pred='rcymeynne' | pos_acc=6/9 (66.7%) | 795tok | 6.65s
Baseline | pred='ennnsmnly' | pos_acc=6/9 (66.7%) | 371tok | 0.74s
CoT      | pred='elnysmnnl' | pos_acc=4/9 (44.4%) | 396tok | 1.06s
L2M      | pred='ennymnnly' | pos_acc=9/9 (100.0%) | 562tok | 2.98s
L2M-DV   | pred='ennyymnny' | pos_acc=6/9 (66.7%) | 762tok | 2.78s
Baseline | pred='nnynyyene' | pos_acc=4/9 (44.4%) | 369tok | 0.88s
CoT      | pred='nlynnynne' | pos_acc=4/9 (44.4%) | 395tok | 0.94s
L2M      | pred='nyynyneen' | pos_acc=8/9 (88.9%) | 566tok | 2.93s
L2M-DV   | pred='nyynynnen' | pos_acc=9/9 (100.0%) | 851tok | 5.09s
Baseline | pred='ylnnynlno' | pos_acc=4/9 (44.4%) | 366tok | 1.09s
CoT      | pred='ylnynltnn' | pos_acc=2/9 (22.2%) | 391tok | 0.94s
L2M      | pred='ynynynlnn' | pos_acc=7/9 (77.8%) | 557tok | 1.49s
L2M-DV   | pred='ynynynyln' | pos_acc=9/9 (100.0%) | 841tok | 3.69s
Baseline | pred='ednnmsmgy' | pos_acc=6/9 (66.7%) | 371tok | 0.83s
CoT      | pred='ednnmsygy' | pos_acc=5/9 (55.6%) | 396tok | 0.88s
L2M      | pred='eenlmssyy' | pos_acc=8/9 (88.9%) | 562tok | 2.54s
L2M-DV   | pred='eenlnscyy' | pos_acc=7/9 (77.8%) | 795tok | 2.77s
Baseline | pred='lneonntn' | pos_acc=2/9 (22.2%) | 367tok | 0.94s | len_mismatch(gold=9, pred=8)
CoT      | pred='yenerenon' | pos_acc=4/9 (44.4%) | 391tok | 0.84s
L2M      | pred='yeeeveeon' | pos_acc=4/9 (44.4%) | 573tok | 1.60s
L2M-DV   | pred='yenneneen' | pos_acc=8/9 (88.9%) | 820tok | 3.33s
Baseline | pred='nnnyynlnt' | pos_acc=4/9 (44.4%) | 372tok | 0.81s
CoT      | pred='nnntnntn' | pos_acc=3/9 (33.3%) | 398tok | 0.90s | len_mismatch(gold=9, pred=8)
L2M      | pred='nmnynnltn' | pos_acc=8/9 (88.9%) | 572tok | 2.24s
L2M-DV   | pred='nmnynyltn' | pos_acc=9/9 (100.0%) | 797tok | 2.86s
Baseline | pred='ylnelnooy' | pos_acc=4/9 (44.4%) | 369tok | 0.74s
CoT      | pred='ylnetnnnnn' | pos_acc=5/9 (55.6%) | 395tok | 1.41s | len_mismatch(gold=9, pred=10)
L2M      | pred='ynlennnny' | pos_acc=9/9 (100.0%) | 568tok | 4.09s
L2M-DV   | pred='ynlennnny' | pos_acc=9/9 (100.0%) | 793tok | 3.20s
Baseline | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | 369tok | 2.11s
CoT      | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | 394tok | 0.92s
L2M      | pred='mlleneynn' | pos_acc=6/9 (66.7%) | 599tok | 4.21s
L2M-DV   | pred='mllneyynn' | pos_acc=9/9 (100.0%) | 851tok | 6.73s
Baseline | pred='ynelelnyy' | pos_acc=5/9 (55.6%) | 373tok | 0.94s
CoT      | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 398tok | 0.72s
L2M      | pred='ynelyntyy' | pos_acc=7/9 (77.8%) | 565tok | 1.61s
L2M-DV   | pred='ynelyntyy' | pos_acc=7/9 (77.8%) | 798tok | 3.43s
Baseline | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | 367tok | 0.98s
CoT      | pred='elnnlyyhy' | pos_acc=4/9 (44.4%) | 392tok | 0.89s
L2M      | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | 582tok | 1.44s
L2M-DV   | pred='ennyyynyy' | pos_acc=9/9 (100.0%) | 827tok | 3.59s
Baseline | pred='nmmllseee' | pos_acc=4/9 (44.4%) | 371tok | 1.25s
CoT      | pred='nmmllaeel' | pos_acc=3/9 (33.3%) | 396tok | 0.82s
L2M      | pred='mylnenlle' | pos_acc=2/9 (22.2%) | 633tok | 2.36s
L2M-DV   | pred='nmylnenle' | pos_acc=9/9 (100.0%) | 854tok | 4.24s
Baseline | pred='nynylnnry' | pos_acc=5/9 (55.6%) | 367tok | 1.41s
CoT      | pred='nnntnnnry' | pos_acc=5/9 (55.6%) | 392tok | 1.73s
L2M      | pred='nynnnnnny' | pos_acc=8/9 (88.9%) | 559tok | 1.77s
L2M-DV   | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | 843tok | 3.46s
Baseline | pred='nonlltyy' | pos_acc=4/9 (44.4%) | 366tok | 0.93s | len_mismatch(gold=9, pred=8)
CoT      | pred='nonllnysy' | pos_acc=6/9 (66.7%) | 391tok | 0.95s
L2M      | pred='nnnnlnyny' | pos_acc=9/9 (100.0%) | 613tok | 2.36s
L2M-DV   | pred='nnnnlnyny' | pos_acc=9/9 (100.0%) | 787tok | 3.02s
Baseline | pred='yeleonyny' | pos_acc=7/9 (77.8%) | 369tok | 1.03s
CoT      | pred='yeleonyny' | pos_acc=7/9 (77.8%) | 394tok | 1.00s
L2M      | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | 561tok | 2.70s
L2M-DV   | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | 853tok | 5.21s
Baseline | pred='yynllaynoz' | pos_acc=5/9 (55.6%) | 369tok | 1.84s | len_mismatch(gold=9, pred=10)
CoT      | pred='yynllayyn' | pos_acc=7/9 (77.8%) | 393tok | 0.97s
L2M      | pred='ynlnnyyyy' | pos_acc=5/9 (55.6%) | 559tok | 1.98s
L2M-DV   | pred='yynlnyyyn' | pos_acc=9/9 (100.0%) | 794tok | 2.65s
Baseline | pred='rllnlylnc' | pos_acc=5/9 (55.6%) | 367tok | 1.33s
CoT      | pred='rllnrylnc' | pos_acc=5/9 (55.6%) | 392tok | 1.45s
L2M      | pred='rlnyynnnc' | pos_acc=8/9 (88.9%) | 558tok | 2.07s
L2M-DV   | pred='rlnynnnnc' | pos_acc=7/9 (77.8%) | 790tok | 2.54s
Baseline | pred='nyrnnssnnm' | pos_acc=4/9 (44.4%) | 369tok | 1.41s | len_mismatch(gold=9, pred=10)
CoT      | pred='nysnnnntn' | pos_acc=5/9 (55.6%) | 394tok | 1.02s
L2M      | pred='nysnsyyn' | pos_acc=5/9 (55.6%) | 564tok | 1.99s | len_mismatch(gold=9, pred=8)
L2M-DV   | pred='nyrnsnynn' | pos_acc=7/9 (77.8%) | 801tok | 3.70s
Baseline | pred='neseeyess' | pos_acc=4/9 (44.4%) | 372tok | 1.10s
CoT      | pred='neseityss' | pos_acc=3/9 (33.3%) | 397tok | 0.90s
L2M      | pred='nemmyeeys' | pos_acc=8/9 (88.9%) | 568tok | 1.70s
L2M-DV   | pred='nenmyeeys' | pos_acc=9/9 (100.0%) | 833tok | 4.25s

### Batch Summary (n_words=9)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  51.11% | 7,380 | 1.108s |
| CoT      |  52.22% | 7,881 | 1.029s |
| L2M      |  73.89% | 11,496 | 2.390s |
| L2M-DV   |  91.67% | 16,274 | 3.773s |

======================================================================
num_words = 10 | batch_size = 20
Baseline | pred='nrnnlryyyl' | pos_acc=6/10 (60.0%) | 373tok | 1.03s
CoT      | pred='nrnnlyryly' | pos_acc=8/10 (80.0%) | 397tok | 1.33s
L2M      | pred='nxxnnlyyyy' | pos_acc=6/10 (60.0%) | 577tok | 2.48s
L2M-DV   | pred='nxnnlryyy' | pos_acc=7/10 (70.0%) | 804tok | 3.96s | len_mismatch(gold=10, pred=9)
Baseline | pred='ylnynglcee' | pos_acc=6/10 (60.0%) | 370tok | 1.54s
CoT      | pred='yllnnglcmc' | pos_acc=4/10 (40.0%) | 396tok | 1.19s
L2M      | pred='ylltynnlee' | pos_acc=3/10 (30.0%) | 597tok | 2.11s
L2M-DV   | pred='ylnynnleym' | pos_acc=10/10 (100.0%) | 860tok | 4.07s
Baseline | pred='yyynglnnnn' | pos_acc=7/10 (70.0%) | 370tok | 0.95s
CoT      | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | 395tok | 0.88s
L2M      | pred='yynnlsnnnn' | pos_acc=10/10 (100.0%) | 574tok | 2.12s
L2M-DV   | pred='yynnlsnnnn' | pos_acc=10/10 (100.0%) | 803tok | 2.39s
Baseline | pred='edlyynsmny' | pos_acc=5/10 (50.0%) | 372tok | 0.93s
CoT      | pred='edlyynsgyy' | pos_acc=3/10 (30.0%) | 397tok | 1.34s
L2M      | pred='eyllyyynmy' | pos_acc=6/10 (60.0%) | 569tok | 2.81s
L2M-DV   | pred='eyyyyyylnny' | pos_acc=6/10 (60.0%) | 805tok | 3.46s | len_mismatch(gold=10, pred=11)
Baseline | pred='nnnsnnlnnn' | pos_acc=6/10 (60.0%) | 372tok | 1.56s
CoT      | pred='nleonnlnnm' | pos_acc=4/10 (40.0%) | 397tok | 1.31s
L2M      | pred='nennynlnmn' | pos_acc=8/10 (80.0%) | 576tok | 2.02s
L2M-DV   | pred='nennnylnmn' | pos_acc=10/10 (100.0%) | 804tok | 3.89s
Baseline | pred='yntnnlclgy' | pos_acc=5/10 (50.0%) | 370tok | 0.89s
CoT      | pred='yntlnllyy' | pos_acc=5/10 (50.0%) | 395tok | 1.27s | len_mismatch(gold=10, pred=9)
L2M      | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | 572tok | 2.11s
L2M-DV   | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | 821tok | 3.84s
Baseline | pred='elyyelgynl' | pos_acc=4/10 (40.0%) | 374tok | 1.02s
CoT      | pred='elyyolnlyz' | pos_acc=5/10 (50.0%) | 399tok | 0.96s
L2M      | pred='elyyyenyn' | pos_acc=5/10 (50.0%) | 572tok | 2.59s | len_mismatch(gold=10, pred=9)
L2M-DV   | pred='elyyleynyn' | pos_acc=10/10 (100.0%) | 863tok | 5.42s
Baseline | pred='mnntnnoium' | pos_acc=4/10 (40.0%) | 374tok | 1.18s
CoT      | pred='mnntnnooym' | pos_acc=5/10 (50.0%) | 400tok | 1.08s
L2M      | pred='myneynmyym' | pos_acc=10/10 (100.0%) | 570tok | 2.97s
L2M-DV   | pred='myneynmyym' | pos_acc=10/10 (100.0%) | 808tok | 3.27s
Baseline | pred='yyrneeynyo' | pos_acc=5/10 (50.0%) | 374tok | 0.88s
CoT      | pred='yyyneeynnn' | pos_acc=6/10 (60.0%) | 399tok | 0.98s
L2M      | pred='yynneeyysn' | pos_acc=9/10 (90.0%) | 579tok | 1.64s
L2M-DV   | pred='yynneeyysn' | pos_acc=9/10 (90.0%) | 806tok | 4.11s
Baseline | pred='ylnnnynney' | pos_acc=6/10 (60.0%) | 374tok | 1.52s
CoT      | pred='ylnnnlynty' | pos_acc=4/10 (40.0%) | 399tok | 0.77s
L2M      | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | 571tok | 1.71s
L2M-DV   | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | 808tok | 2.66s
Baseline | pred='yelmmynity' | pos_acc=4/10 (40.0%) | 373tok | 0.90s
CoT      | pred='yelmmynity' | pos_acc=4/10 (40.0%) | 398tok | 1.34s
L2M      | pred='yemmyyyyyy' | pos_acc=7/10 (70.0%) | 568tok | 1.94s
L2M-DV   | pred='yeymomyyny' | pos_acc=9/10 (90.0%) | 805tok | 3.94s
Baseline | pred='myyylgnce' | pos_acc=4/10 (40.0%) | 373tok | 0.94s | len_mismatch(gold=10, pred=9)
CoT      | pred='myytgnlnce' | pos_acc=5/10 (50.0%) | 398tok | 1.29s
L2M      | pred='myyyynssye' | pos_acc=9/10 (90.0%) | 578tok | 2.06s
L2M-DV   | pred='myyyynssye' | pos_acc=9/10 (90.0%) | 813tok | 3.42s
Baseline | pred='lytlnrlnl' | pos_acc=3/10 (30.0%) | 373tok | 1.22s | len_mismatch(gold=10, pred=9)
CoT      | pred='lyylnrlnsl' | pos_acc=4/10 (40.0%) | 398tok | 1.08s
L2M      | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | 577tok | 3.73s
L2M-DV   | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | 835tok | 4.27s
Baseline | pred='ynlltynnix' | pos_acc=7/10 (70.0%) | 368tok | 1.29s
CoT      | pred='ylnnynynnx' | pos_acc=6/10 (60.0%) | 394tok | 1.23s
L2M      | pred='ylnltynnnx' | pos_acc=6/10 (60.0%) | 583tok | 3.22s
L2M-DV   | pred='ynlnynnnnx' | pos_acc=9/10 (90.0%) | 800tok | 3.90s
Baseline | pred='nnceylnxk' | pos_acc=4/10 (40.0%) | 372tok | 1.43s | len_mismatch(gold=10, pred=9)
CoT      | pred='nnnmylnglx' | pos_acc=6/10 (60.0%) | 397tok | 1.02s
L2M      | pred='nnemyynlx' | pos_acc=8/10 (80.0%) | 614tok | 3.37s | len_mismatch(gold=10, pred=9)
L2M-DV   | pred='nnemyylnyx' | pos_acc=8/10 (80.0%) | 803tok | 3.22s
Baseline | pred='yynelgnlyy' | pos_acc=5/10 (50.0%) | 375tok | 0.83s
CoT      | pred='yylleynmcm' | pos_acc=2/10 (20.0%) | 400tok | 1.26s
L2M      | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | 574tok | 1.51s
L2M-DV   | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | 866tok | 4.64s
Baseline | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | 369tok | 0.86s
CoT      | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | 394tok | 1.47s
L2M      | pred='yyylcctnyy' | pos_acc=7/10 (70.0%) | 574tok | 2.12s
L2M-DV   | pred='yyylctnnyy' | pos_acc=9/10 (90.0%) | 802tok | 3.64s
Baseline | pred='ynoletymss' | pos_acc=4/10 (40.0%) | 372tok | 0.82s
CoT      | pred='ynoletnssr' | pos_acc=3/10 (30.0%) | 398tok | 0.80s
L2M      | pred='ynylyyylns' | pos_acc=7/10 (70.0%) | 569tok | 2.16s
L2M-DV   | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | 805tok | 3.94s
Baseline | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | 380tok | 1.03s
CoT      | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | 405tok | 0.96s
L2M      | pred='ygylalmygc' | pos_acc=4/10 (40.0%) | 609tok | 2.12s
L2M-DV   | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | 852tok | 2.75s
Baseline | pred='nnllnnyene' | pos_acc=6/10 (60.0%) | 379tok | 1.75s
CoT      | pred='nsseneeynn' | pos_acc=5/10 (50.0%) | 404tok | 1.40s
L2M      | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | 628tok | 4.68s
L2M-DV   | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | 849tok | 4.11s

### Batch Summary (n_words=10)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  52.50% | 7,457 | 1.129s |
| CoT      |  51.00% | 7,960 | 1.149s |
| L2M      |  77.00% | 11,631 | 2.473s |
| L2M-DV   |  92.50% | 16,412 | 3.745s |

======================================================================
num_words = 11 | batch_size = 20
Baseline | pred='lnnnnldcylr' | pos_acc=5/11 (45.5%) | 389tok | 0.90s
CoT      | pred='yntnedeetyl' | pos_acc=5/11 (45.5%) | 413tok | 1.02s
L2M      | pred='ynoonglcty' | pos_acc=2/11 (18.2%) | 620tok | 2.18s | len_mismatch(gold=11, pred=10)
L2M-DV   | pred='ynnnelnecly' | pos_acc=11/11 (100.0%) | 902tok | 3.66s
Baseline | pred='nnrveynynn' | pos_acc=5/11 (45.5%) | 378tok | 1.28s | len_mismatch(gold=11, pred=10)
CoT      | pred='nlyeeoynnn' | pos_acc=5/11 (45.5%) | 403tok | 1.02s | len_mismatch(gold=11, pred=10)
L2M      | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | 578tok | 2.81s
L2M-DV   | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | 822tok | 2.59s
Baseline | pred='yssnnnoonnn' | pos_acc=6/11 (54.5%) | 369tok | 1.21s
CoT      | pred='yssnnnoonoy' | pos_acc=6/11 (54.5%) | 394tok | 0.91s
L2M      | pred='ysynnnnlyyy' | pos_acc=9/11 (81.8%) | 569tok | 3.10s
L2M-DV   | pred='ysynnnxlyn' | pos_acc=10/11 (90.9%) | 859tok | 4.36s | len_mismatch(gold=11, pred=10)
Baseline | pred='nnnsnnnsmnn' | pos_acc=6/11 (54.5%) | 374tok | 0.98s
CoT      | pred='nnntnnnnnnn' | pos_acc=6/11 (54.5%) | 399tok | 0.94s
L2M      | pred='nynnnnymynn' | pos_acc=8/11 (72.7%) | 577tok | 1.92s
L2M-DV   | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | 810tok | 3.36s
Baseline | pred='nnmnnntyyyl' | pos_acc=9/11 (81.8%) | 382tok | 0.96s
CoT      | pred='nnmmnnnnyyy' | pos_acc=8/11 (72.7%) | 407tok | 1.19s
L2M      | pred='nnmmntyyysy' | pos_acc=8/11 (72.7%) | 611tok | 2.48s
L2M-DV   | pred='nnnnnnyyyyy' | pos_acc=10/11 (90.9%) | 821tok | 2.68s
Baseline | pred='nnntelnoon' | pos_acc=5/11 (45.5%) | 372tok | 1.07s | len_mismatch(gold=11, pred=10)
CoT      | pred='nnntelntnnn' | pos_acc=6/11 (54.5%) | 398tok | 0.93s
L2M      | pred='nnnyeytonyn' | pos_acc=8/11 (72.7%) | 576tok | 1.53s
L2M-DV   | pred='nnnyeyttnyn' | pos_acc=8/11 (72.7%) | 813tok | 2.89s
Baseline | pred='ylyytyeecln' | pos_acc=4/11 (36.4%) | 377tok | 0.99s
CoT      | pred='ylyytynecsn' | pos_acc=5/11 (45.5%) | 402tok | 0.88s
L2M      | pred='yyyylensyn' | pos_acc=9/11 (81.8%) | 576tok | 2.87s | len_mismatch(gold=11, pred=10)
L2M-DV   | pred='yyyylensyyn' | pos_acc=11/11 (100.0%) | 817tok | 3.34s
Baseline | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | 375tok | 1.15s | len_mismatch(gold=11, pred=10)
CoT      | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | 400tok | 0.74s | len_mismatch(gold=11, pred=10)
L2M      | pred='yyynnnyynym' | pos_acc=9/11 (81.8%) | 579tok | 2.89s
L2M-DV   | pred='yyyynnnynym' | pos_acc=9/11 (81.8%) | 815tok | 3.89s
Baseline | pred='syynnyyynnn' | pos_acc=8/11 (72.7%) | 372tok | 0.77s
CoT      | pred='syynnnnnyin' | pos_acc=8/11 (72.7%) | 397tok | 1.14s
L2M      | pred='synnynynyn' | pos_acc=4/11 (36.4%) | 608tok | 2.01s | len_mismatch(gold=11, pred=10)
L2M-DV   | pred='syynnnyyyyn' | pos_acc=9/11 (81.8%) | 837tok | 5.18s
Baseline | pred='ynoeyntnonl' | pos_acc=4/11 (36.4%) | 377tok | 1.28s
CoT      | pred='yntyyneonyl' | pos_acc=4/11 (36.4%) | 402tok | 1.00s
L2M      | pred='ynneyynnnyy' | pos_acc=8/11 (72.7%) | 576tok | 2.27s
L2M-DV   | pred='ynneyynnnyy' | pos_acc=8/11 (72.7%) | 818tok | 3.47s
Baseline | pred='eennlylnly' | pos_acc=2/11 (18.2%) | 376tok | 1.29s | len_mismatch(gold=11, pred=10)
CoT      | pred='elnnlylnrly' | pos_acc=4/11 (36.4%) | 403tok | 1.04s
L2M      | pred='etyylnnnrly' | pos_acc=4/11 (36.4%) | 597tok | 1.71s
L2M-DV   | pred='elynynennsy' | pos_acc=7/11 (63.6%) | 809tok | 3.44s
Baseline | pred='elnltlyyemse' | pos_acc=4/11 (36.4%) | 377tok | 2.34s | len_mismatch(gold=11, pred=12)
CoT      | pred='elnnlyyymse' | pos_acc=5/11 (45.5%) | 401tok | 0.68s
L2M      | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | 576tok | 2.67s
L2M-DV   | pred='eyntyyyyeye' | pos_acc=10/11 (90.9%) | 775tok | 2.67s
Baseline | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | 376tok | 0.84s
CoT      | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | 401tok | 1.46s
L2M      | pred='nlnnyyysnnn' | pos_acc=9/11 (81.8%) | 577tok | 3.59s
L2M-DV   | pred='nlnnyyysynn' | pos_acc=8/11 (72.7%) | 816tok | 1.84s
Baseline | pred='elnnntnnoee' | pos_acc=5/11 (45.5%) | 377tok | 0.87s
CoT      | pred='elnnntnnonl' | pos_acc=5/11 (45.5%) | 402tok | 1.24s
L2M      | pred='eenynenynne' | pos_acc=9/11 (81.8%) | 581tok | 2.04s
L2M-DV   | pred='eenyneynnne' | pos_acc=11/11 (100.0%) | 843tok | 5.16s
Baseline | pred='lnyylnynlcl' | pos_acc=8/11 (72.7%) | 376tok | 1.05s
CoT      | pred='lnyylnytnl' | pos_acc=7/11 (63.6%) | 401tok | 1.24s | len_mismatch(gold=11, pred=10)
L2M      | pred='lnnynnnnlyl' | pos_acc=8/11 (72.7%) | 596tok | 2.82s
L2M-DV   | pred='nnyynnynnyl' | pos_acc=10/11 (90.9%) | 813tok | 3.51s
Baseline | pred='nnnedyytyee' | pos_acc=7/11 (63.6%) | 379tok | 1.05s
CoT      | pred='nnnedyytyee' | pos_acc=7/11 (63.6%) | 404tok | 1.06s
L2M      | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | 612tok | 2.81s
L2M-DV   | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | 819tok | 3.23s
Baseline | pred='nonltylnnnn' | pos_acc=4/11 (36.4%) | 373tok | 0.91s
CoT      | pred='nonltylnnns' | pos_acc=3/11 (27.3%) | 398tok | 1.33s
L2M      | pred='nlsgynltmn' | pos_acc=10/11 (90.9%) | 578tok | 2.29s | len_mismatch(gold=11, pred=10)
L2M-DV   | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | 814tok | 3.12s
Baseline | pred='nsetlnlntn' | pos_acc=4/11 (36.4%) | 372tok | 1.62s | len_mismatch(gold=11, pred=10)
CoT      | pred='nnlnlnlntn' | pos_acc=4/11 (36.4%) | 397tok | 0.80s | len_mismatch(gold=11, pred=10)
L2M      | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | 571tok | 3.12s
L2M-DV   | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | 859tok | 3.55s
Baseline | pred='nnlylnoontn' | pos_acc=4/11 (36.4%) | 376tok | 0.86s
CoT      | pred='nnlylgnnsss' | pos_acc=4/11 (36.4%) | 401tok | 0.98s
L2M      | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | 575tok | 1.97s
L2M-DV   | pred='nnylynnynnn' | pos_acc=9/11 (81.8%) | 817tok | 2.71s
Baseline | pred='onyyelntnn' | pos_acc=4/11 (36.4%) | 379tok | 1.99s | len_mismatch(gold=11, pred=10)
CoT      | pred='oneyeleonrn' | pos_acc=3/11 (27.3%) | 404tok | 1.05s
L2M      | pred='nyyeecnyeen' | pos_acc=9/11 (81.8%) | 588tok | 3.42s
L2M-DV   | pred='nyyeecoynen' | pos_acc=9/11 (81.8%) | 819tok | 4.11s

### Batch Summary (n_words=11)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  49.09% | 7,526 | 1.171s |
| CoT      |  49.55% | 8,027 | 1.032s |
| L2M      |  75.45% | 11,721 | 2.525s |
| L2M-DV   |  87.27% | 16,498 | 3.439s |

======================================================================
num_words = 12 | batch_size = 20
Baseline | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | 381tok | 0.90s | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntnnnntnnn' | pos_acc=7/12 (58.3%) | 407tok | 1.03s
L2M      | pred='nlnnnyntynnn' | pos_acc=12/12 (100.0%) | 593tok | 2.19s
L2M-DV   | pred='nlnnnyntynnn' | pos_acc=12/12 (100.0%) | 862tok | 4.58s
Baseline | pred='etnnveyylny' | pos_acc=4/12 (33.3%) | 377tok | 1.03s | len_mismatch(gold=12, pred=11)
CoT      | pred='esnnvegylny' | pos_acc=3/12 (25.0%) | 402tok | 1.03s | len_mismatch(gold=12, pred=11)
L2M      | pred='elnsenyyelyn' | pos_acc=10/12 (83.3%) | 589tok | 2.78s
L2M-DV   | pred='elnsenyyelny' | pos_acc=12/12 (100.0%) | 818tok | 4.12s
Baseline | pred='ytyyynlntyy' | pos_acc=3/12 (25.0%) | 388tok | 0.96s | len_mismatch(gold=12, pred=11)
CoT      | pred='yyyynnnnnnnn' | pos_acc=5/12 (41.7%) | 413tok | 1.05s
L2M      | pred='yneyneymneyy' | pos_acc=9/12 (75.0%) | 592tok | 2.88s
L2M-DV   | pred='yyeynemyney' | pos_acc=8/12 (66.7%) | 900tok | 3.68s | len_mismatch(gold=12, pred=11)
Baseline | pred='yllnynyygngy' | pos_acc=6/12 (50.0%) | 384tok | 0.93s
