
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | compared=1
Baseline | pred='nrnnlnyytl' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nrlntlyycy' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='nxnllryyyy' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='nxnnlyryyy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | compared=10
CoT      | pred='yyylnnnnnn' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='ynnlsnnnnn' | pos_acc=6/10 (60.0%) | compared=10
L2M-DV   | pred='yynlnsnnnn' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='edlyymnngy' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='edlyynsmny' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='eyyylyymny' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='eyylyynmny' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nelnynlnon' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='nelnnnlnnm' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='nennnynlmn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='nennynlnmn' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='ialynlygyy' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='yntnlyllyy' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | compared=10
Baseline | pred='elyyolnlyg' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='elyylyglnn' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='elyyleyynn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='elyylenyyn' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='mnntnnoomm' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='mnntnnoomm' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='myneynmyym' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='myneynymym' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='yyrneeynyo' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='yyyneeynnn' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='ynnnenyysn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='ynnneyyysn' | pos_acc=9/10 (90.0%) | compared=10
Baseline | pred='ylnnnlyety' | pos_acc=3/10 (30.0%) | compared=10
CoT      | pred='ylnnnlytty' | pos_acc=3/10 (30.0%) | compared=10
L2M      | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yelmmynity' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='yelmmynity' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='myyylgyce' | pos_acc=4/10 (40.0%) | compared=9 | len_mismatch(gold=10, pred=9)
CoT      | pred='myytgnlnce' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='lyylnrlnll' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='lyylnrnal' | pos_acc=4/10 (40.0%) | compared=9 | len_mismatch(gold=10, pred=9)
L2M      | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ynlltynnlx' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yntnlynnx' | pos_acc=6/10 (60.0%) | compared=9 | len_mismatch(gold=10, pred=9)
L2M      | pred='ynlnyynnnx' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynlnyynnnx' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nnceylnylx' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nnceylnlrx' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='nnemyynllx' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='nnemyynlyx' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yynelgnmly' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='yynelgnmly' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='yyyelynnyy' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ynoletymss' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='ynoletnssr' | pos_acc=3/10 (30.0%) | compared=10
L2M      | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynlyyymnys' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nnllnnoeee' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nsseneeynn' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='nslennyeen' | pos_acc=9/10 (90.0%) | compared=10

[Batch Summary for n_words=10]
  Baseline  : 51.00%
  CoT       : 50.50%
  L2M       : 88.00%
  L2M-DV    : 93.50%

======================================================================
num_words = 11 | batch_size = 20
Baseline | pred='yntnnldcety' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='yntnedeetyl' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='ynnnelnecly' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='ynnnelnecll' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='nnrveynynn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nlyeeoynnn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nyreynynnnn' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='ysynnxnlyny' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='ysynnxnlyny' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='nnnsnnnsmnn' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='nnnsnnnntnn' | pos_acc=6/11 (54.5%) | compared=11
L2M      | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnmnnntyyly' | pos_acc=9/11 (81.8%) | compared=11
CoT      | pred='nncmnnynlly' | pos_acc=6/11 (54.5%) | compared=11
L2M      | pred='nnnnnnyyyyy' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nnmnnnyyyyy' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnntelntnnn' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='nnntetnlnn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nnneyytnynn' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='nnnyeytnynn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='ylyytyeecln' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='ylyylneslly' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='yyylenysynn' | pos_acc=6/11 (54.5%) | compared=11
L2M-DV   | pred='yyyylesyynn' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='yyyynnnnnm' | pos_acc=8/11 (72.7%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='yyyynnynnym' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='yyyynnnnymm' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='syynnnnyrnn' | pos_acc=8/11 (72.7%) | compared=11
CoT      | pred='syynnnnnyin' | pos_acc=8/11 (72.7%) | compared=11
L2M      | pred='synynynyyyn' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='syynnyynynyn' | pos_acc=7/11 (63.6%) | compared=11 | len_mismatch(gold=11, pred=12)
Baseline | pred='ynoeyntnonl' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='yntyyenntly' | pos_acc=6/11 (54.5%) | compared=11
L2M      | pred='ynnyeynnyny' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='ynnyeynnnny' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='etynlynlrly' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='etyylnnntly' | pos_acc=4/11 (36.4%) | compared=11
L2M      | pred='elynyeensry' | pos_acc=8/11 (72.7%) | compared=11
L2M-DV   | pred='elynyenrsry' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='elnltlyyemse' | pos_acc=4/11 (36.4%) | compared=11 | len_mismatch(gold=11, pred=12)
CoT      | pred='elnnlyyymse' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | compared=11
CoT      | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nlnnysyynnn' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='elnnnntnnee' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='elnnntnnne' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='eenyneynnne' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='eenyneynnee' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='lnyoyntnlyl' | pos_acc=7/11 (63.6%) | compared=11
CoT      | pred='lnyylnynlcl' | pos_acc=8/11 (72.7%) | compared=11
L2M      | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnnedyyytse' | pos_acc=7/11 (63.6%) | compared=11
CoT      | pred='nnnedyytyee' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='nnseeyyyyne' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nonltylnnnn' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | compared=11
L2M      | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nentlnyngn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nnlnlnlntnn' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnlylnoonnn' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='nnlylorntn' | pos_acc=4/11 (36.4%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='oneyelemnns' | pos_acc=2/11 (18.2%) | compared=11
CoT      | pred='nyseloonyen' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | compared=11

[Batch Summary for n_words=11]
  Baseline  : 50.91%
  CoT       : 50.91%
  L2M       : 91.36%
  L2M-DV    : 91.36%

======================================================================
num_words = 12 | batch_size = 20
Baseline | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntnnnntnnn' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='nlnnnynynnnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nlnnnynynnnn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='eclseyylnyy' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='eclssgnenyy' | pos_acc=2/12 (16.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='elnsenyeelny' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='elnsenyyeln' | pos_acc=11/12 (91.7%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='ytyylnemndy' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='ytyyynlntyy' | pos_acc=3/12 (25.0%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yyenynemney' | pos_acc=8/12 (66.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='yyeenymneeyy' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='yllnynyyssnn' | pos_acc=5/12 (41.7%) | compared=12
CoT      | pred='yllnynyyssnn' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='ylynyycsnmny' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='ylynyycsnnyy' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='yyylnlnngnnn' | pos_acc=5/12 (41.7%) | compared=12
CoT      | pred='yyylnlnngne' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='yxnnnnyyyynn' | pos_acc=9/12 (75.0%) | compared=12
CoT      | pred='yxnnynyyynnn' | pos_acc=10/12 (83.3%) | compared=12
L2M      | pred='yxnyynyyynnn' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='yxynsyyyynnn' | pos_acc=9/12 (75.0%) | compared=12
Baseline | pred='nlnnynlgnssy' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='nlnnynlgnsly' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='nnrnyllneysy' | pos_acc=9/12 (75.0%) | compared=12
L2M-DV   | pred='nnrnylnenysy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='yntyynglnnnn' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yngynnneynsn' | pos_acc=7/12 (58.3%) | compared=12
L2M-DV   | pred='yngynnenysnn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='eenyngylnnn' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='eynylnetlynn' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='eymynyteynyn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='eymynyteynenn' | pos_acc=10/12 (83.3%) | compared=12 | len_mismatch(gold=12, pred=13)
Baseline | pred='yntnngyytese' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='yntnnmlyssle' | pos_acc=8/12 (66.7%) | compared=12
L2M      | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nysyllyldity' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='ntyyllyltyy' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nyllyyylxyny' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nylyeeelyxny' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='noalnldymsss' | pos_acc=5/12 (41.7%) | compared=12
CoT      | pred='onlnltyllyss' | pos_acc=2/12 (16.7%) | compared=12
L2M      | pred='nenynneymyys' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nenyneymynns' | pos_acc=7/12 (58.3%) | compared=12
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nyelyyynnnel' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nyllyyyynnel' | pos_acc=11/12 (91.7%) | compared=12
Baseline | pred='yyrlyelntnn' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='yyrlyelntnnn' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='yyeeyennnnnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='yyeeyynynnnn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='synglnrtyym' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='syntlnrtyyy' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nglyynrnnnns' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='ntytnnnyynnn' | pos_acc=8/12 (66.7%) | compared=12
L2M      | pred='nyytnyrnynnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nnnnnnnnnnne' | pos_acc=5/12 (41.7%) | compared=12
CoT      | pred='nneneeyeeve' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nnenneyreyee' | pos_acc=9/12 (75.0%) | compared=12
L2M-DV   | pred='nnenneyreyee' | pos_acc=9/12 (75.0%) | compared=12
Baseline | pred='elnmneynyyly' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='elmnelyyynyy' | pos_acc=8/12 (66.7%) | compared=12
L2M      | pred='emnnenyyyyyy' | pos_acc=8/12 (66.7%) | compared=12
L2M-DV   | pred='enmnneyyyyyy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nnnyynlyeyn' | pos_acc=11/12 (91.7%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='ednnlylgnnnn' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='ennylytynnnn' | pos_acc=9/12 (75.0%) | compared=12
L2M-DV   | pred='ennyltynnnnn' | pos_acc=12/12 (100.0%) | compared=12

[Batch Summary for n_words=12]
  Baseline  : 48.75%
  CoT       : 46.25%
  L2M       : 84.17%
  L2M-DV    : 86.67%

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='ynegllytynnyy' | pos_acc=9/13 (69.2%) | compared=13
CoT      | pred='yneclcltynnyy' | pos_acc=8/13 (61.5%) | compared=13
L2M      | pred='ynmccnlyynnyy' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='ynmcnlyyynnyy' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yntnnsltntlyy' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='ynennlleyneny' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='ynennlyeneyny' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='nersslyeealn' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='nerssyeyeeaal' | pos_acc=4/13 (30.8%) | compared=13
L2M      | pred='neysyeyellsnl' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='neysyeeyellnl' | pos_acc=9/13 (69.2%) | compared=13
Baseline | pred='eledmslynegnn' | pos_acc=8/13 (61.5%) | compared=13
CoT      | pred='elednlyenntn' | pos_acc=7/13 (53.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='elemmnyeneynn' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='elemmneynennn' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='nnntlltyeeynn' | pos_acc=7/13 (53.8%) | compared=13
CoT      | pred='nnntlltyeeynn' | pos_acc=7/13 (53.8%) | compared=13
L2M      | pred='nnnlyeyeenlyn' | pos_acc=6/13 (46.2%) | compared=13
L2M-DV   | pred='nnnnlyeyelnyn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='ylyetllsytntnce' | pos_acc=3/13 (23.1%) | compared=13 | len_mismatch(gold=13, pred=15)
CoT      | pred='ylytyllsytnece' | pos_acc=3/13 (23.1%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M      | pred='yyeylllsyynye' | pos_acc=8/13 (61.5%) | compared=13
L2M-DV   | pred='yyelllsyynyne' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='elnnssnnlneey' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='eylnssnnnntyy' | pos_acc=3/13 (23.1%) | compared=13
L2M      | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='cndynogeylntj' | pos_acc=5/13 (38.5%) | compared=13
CoT      | pred='cndnnoeyltyl' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='cnyynyyenynnl' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='yyyelntnnmnoo' | pos_acc=3/13 (23.1%) | compared=13
CoT      | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | compared=13
L2M      | pred='yyeemnnlcysmn' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='yyeeemnlcysmn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='nnnereltglny' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='nnlnnnynnnntt' | pos_acc=9/13 (69.2%) | compared=13
CoT      | pred='nnlnnnnnnnnny' | pos_acc=8/13 (61.5%) | compared=13
L2M      | pred='nlnlnynnnnnny' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='nlnlnnynnnnty' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yyltynlyllyly' | pos_acc=4/13 (30.8%) | compared=13
CoT      | pred='yyltynlyllyly' | pos_acc=4/13 (30.8%) | compared=13
L2M      | pred='yylynyyeynyly' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='yylnyyeyynyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
Baseline | pred='lglntyyeyynl' | pos_acc=3/13 (23.1%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='lglntyyynlntn' | pos_acc=3/13 (23.1%) | compared=13
L2M      | pred='nlynyeynnynnl' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='nlynynynnyynl' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='eenngmllnnyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='eenngmllnnyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='enlnymlnnyyny' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='yelelnyngnmnm' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='yelelnyngnno' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='yelyyynynmynn' | pos_acc=7/13 (53.8%) | compared=13
L2M-DV   | pred='yelneyyynnmyn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yrryggelnyeea' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='yrryggelnyee' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='yrnyggeeyyne' | pos_acc=9/13 (69.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='yrnygyennynne' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='cnyytltynnnrrr' | pos_acc=7/13 (53.8%) | compared=13 | len_mismatch(gold=13, pred=14)
CoT      | pred='cnylyyyynnnrrr' | pos_acc=9/13 (69.2%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M      | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='noynneelrlnl' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='onyylnnnoalll' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | compared=13
