
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | 343tok | 1.23s
L2M      | pred='ysclryen' | pos_acc=8/8 (100.0%) | 672tok | 2.97s
L2M-DV   | pred='ysclryen' | pos_acc=8/8 (100.0%) | 759tok | 3.00s
Baseline | pred='ntelnoon' | pos_acc=3/8 (37.5%) | 365tok | 1.32s
CoT      | pred='tynlnnnt' | pos_acc=4/8 (50.0%) | 391tok | 1.25s
L2M      | pred='tyennnyn' | pos_acc=8/8 (100.0%) | 667tok | 2.72s
L2M-DV   | pred='tynnnnyn' | pos_acc=7/8 (87.5%) | 746tok | 4.26s
Baseline | pred='yntlnent' | pos_acc=3/8 (37.5%) | 373tok | 1.48s
CoT      | pred='yntlnnns' | pos_acc=4/8 (50.0%) | 399tok | 0.93s
L2M      | pred='ymnlennn' | pos_acc=8/8 (100.0%) | 675tok | 2.72s
L2M-DV   | pred='ymnlennn' | pos_acc=8/8 (100.0%) | 754tok | 3.37s
Baseline | pred='ylnneese' | pos_acc=3/8 (37.5%) | 369tok | 0.83s
CoT      | pred='yntnllly' | pos_acc=5/8 (62.5%) | 395tok | 0.84s
L2M      | pred='ynynleny' | pos_acc=8/8 (100.0%) | 671tok | 1.88s
L2M-DV   | pred='ynynleny' | pos_acc=8/8 (100.0%) | 754tok | 2.41s
Baseline | pred='eenlnnry' | pos_acc=4/8 (50.0%) | 366tok | 1.33s
CoT      | pred='eylntnon' | pos_acc=4/8 (50.0%) | 391tok | 0.98s
L2M      | pred='eynnlnny' | pos_acc=8/8 (100.0%) | 668tok | 2.39s
L2M-DV   | pred='eynnlnny' | pos_acc=8/8 (100.0%) | 748tok | 3.05s

### Batch Summary (n_words=8)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  54.37% | 7,323 | 1.206s |
| CoT      |  56.25% | 7,828 | 1.109s |
| L2M      |  93.75% | 13,356 | 2.878s |
| L2M-DV   |  91.88% | 15,274 | 3.436s |

======================================================================
num_words = 9 | batch_size = 20
Baseline | pred='lccmnlnse' | pos_acc=3/9 (33.3%) | 371tok | 1.05s
CoT      | pred='lccmnlyne' | pos_acc=5/9 (55.6%) | 396tok | 1.03s
L2M      | pred='rcymenyn' | pos_acc=7/9 (77.8%) | 692tok | 4.22s | len_mismatch(gold=9, pred=8)
L2M-DV   | pred='xcymenynne' | pos_acc=8/9 (88.9%) | 779tok | 4.00s | len_mismatch(gold=9, pred=10)
Baseline | pred='nyrnnleee' | pos_acc=5/9 (55.6%) | 364tok | 1.54s
CoT      | pred='nyrlnleoe' | pos_acc=4/9 (44.4%) | 389tok | 1.48s
L2M      | pred='nynnnemye' | pos_acc=9/9 (100.0%) | 684tok | 2.99s
L2M-DV   | pred='nynnnemye' | pos_acc=9/9 (100.0%) | 757tok | 3.99s
Baseline | pred='elnysmnnl' | pos_acc=4/9 (44.4%) | 371tok | 1.34s
CoT      | pred='elnysmnnl' | pos_acc=4/9 (44.4%) | 396tok | 0.80s
L2M      | pred='ennymnnly' | pos_acc=9/9 (100.0%) | 691tok | 2.66s
L2M-DV   | pred='ennymnnly' | pos_acc=9/9 (100.0%) | 775tok | 5.74s
Baseline | pred='nlynnnoen' | pos_acc=6/9 (66.7%) | 370tok | 1.53s
CoT      | pred='nlynnynne' | pos_acc=4/9 (44.4%) | 395tok | 1.06s
L2M      | pred='nyynnneen' | pos_acc=7/9 (77.8%) | 689tok | 3.83s
L2M-DV   | pred='nyynynnen' | pos_acc=9/9 (100.0%) | 774tok | 2.99s
Baseline | pred='ylnnynlno' | pos_acc=4/9 (44.4%) | 366tok | 0.82s
CoT      | pred='ylnynltnn' | pos_acc=2/9 (22.2%) | 391tok | 1.11s
L2M      | pred='ynynynynl' | pos_acc=7/9 (77.8%) | 686tok | 2.65s
L2M-DV   | pred='ynynynlyn' | pos_acc=7/9 (77.8%) | 764tok | 3.13s
Baseline | pred='ednnmsymg' | pos_acc=4/9 (44.4%) | 371tok | 0.90s
CoT      | pred='etnnmsymg' | pos_acc=4/9 (44.4%) | 396tok | 0.93s
L2M      | pred='eenlmsmyy' | pos_acc=9/9 (100.0%) | 692tok | 2.99s
L2M-DV   | pred='eenlmsmyy' | pos_acc=9/9 (100.0%) | 778tok | 3.04s
Baseline | pred='lneonener' | pos_acc=0/9 (0.0%) | 366tok | 1.07s
CoT      | pred='yenerenon' | pos_acc=4/9 (44.4%) | 391tok | 1.04s
L2M      | pred='yennenenn' | pos_acc=9/9 (100.0%) | 687tok | 2.50s
L2M-DV   | pred='yennenennn' | pos_acc=9/9 (100.0%) | 767tok | 2.43s | len_mismatch(gold=9, pred=10)
Baseline | pred='nnntnnlnn' | pos_acc=5/9 (55.6%) | 372tok | 0.96s
CoT      | pred='nnntynltn' | pos_acc=5/9 (55.6%) | 397tok | 0.82s
L2M      | pred='nmnynyltn' | pos_acc=9/9 (100.0%) | 693tok | 3.12s
L2M-DV   | pred='nmnyynltn' | pos_acc=7/9 (77.8%) | 775tok | 2.66s
Baseline | pred='ylnetnnyn' | pos_acc=4/9 (44.4%) | 369tok | 0.92s
CoT      | pred='ylnennooy' | pos_acc=5/9 (55.6%) | 394tok | 1.43s
L2M      | pred='ynlennnny' | pos_acc=9/9 (100.0%) | 690tok | 2.30s
L2M-DV   | pred='ynlennnny' | pos_acc=9/9 (100.0%) | 774tok | 2.63s
Baseline | pred='nllnnynnnn' | pos_acc=6/9 (66.7%) | 371tok | 1.54s | len_mismatch(gold=9, pred=10)
CoT      | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | 394tok | 1.07s
L2M      | pred='mllneyynn' | pos_acc=9/9 (100.0%) | 690tok | 2.59s
L2M-DV   | pred='mllneyynn' | pos_acc=9/9 (100.0%) | 775tok | 2.53s
Baseline | pred='yneylntty' | pos_acc=8/9 (88.9%) | 373tok | 1.93s
CoT      | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 398tok | 0.97s
L2M      | pred='ynelyntty' | pos_acc=6/9 (66.7%) | 693tok | 2.72s
L2M-DV   | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 779tok | 3.57s
Baseline | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | 367tok | 0.86s
CoT      | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | 392tok | 1.39s
L2M      | pred='ennynynyy' | pos_acc=8/9 (88.9%) | 687tok | 3.18s
L2M-DV   | pred='ennyyynyy' | pos_acc=9/9 (100.0%) | 762tok | 3.86s
Baseline | pred='nmlnlnela' | pos_acc=3/9 (33.3%) | 371tok | 1.70s
CoT      | pred='nmmllseee' | pos_acc=4/9 (44.4%) | 396tok | 2.10s
L2M      | pred='nmylnenle' | pos_acc=9/9 (100.0%) | 692tok | 3.31s
L2M-DV   | pred='nmylnenle' | pos_acc=9/9 (100.0%) | 766tok | 3.09s
Baseline | pred='nnntnnnry' | pos_acc=5/9 (55.6%) | 367tok | 1.19s
CoT      | pred='nynylnnry' | pos_acc=5/9 (55.6%) | 392tok | 0.95s
L2M      | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | 687tok | 3.51s
L2M-DV   | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | 759tok | 2.77s
Baseline | pred='nonllyyky' | pos_acc=5/9 (55.6%) | 367tok | 1.08s
CoT      | pred='nonllyyyy' | pos_acc=5/9 (55.6%) | 391tok | 0.90s
L2M      | pred='nnnnlnyny' | pos_acc=9/9 (100.0%) | 688tok | 2.23s
L2M-DV   | pred='nnnnlnnny' | pos_acc=8/9 (88.9%) | 772tok | 2.91s
Baseline | pred='yelelnyyn' | pos_acc=5/9 (55.6%) | 369tok | 1.52s
CoT      | pred='yelnoonyy' | pos_acc=5/9 (55.6%) | 394tok | 1.15s
L2M      | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | 689tok | 2.00s
L2M-DV   | pred='yelnnnnny' | pos_acc=8/9 (88.9%) | 773tok | 3.38s
Baseline | pred='yynllgyon' | pos_acc=6/9 (66.7%) | 368tok | 0.91s
CoT      | pred='yynlllynyg' | pos_acc=5/9 (55.6%) | 394tok | 1.25s | len_mismatch(gold=9, pred=10)
L2M      | pred='ynlnyyynn' | pos_acc=4/9 (44.4%) | 689tok | 3.23s
L2M-DV   | pred='ynlnyyyyn' | pos_acc=5/9 (55.6%) | 869tok | 4.47s
Baseline | pred='rllaylnic' | pos_acc=4/9 (44.4%) | 366tok | 0.84s
CoT      | pred='rllnrylnc' | pos_acc=5/9 (55.6%) | 392tok | 0.81s
L2M      | pred='rlnyynnnc' | pos_acc=8/9 (88.9%) | 687tok | 3.03s
L2M-DV   | pred='rlnyynlnc' | pos_acc=9/9 (100.0%) | 774tok | 3.81s
Baseline | pred='nysnnnion' | pos_acc=5/9 (55.6%) | 368tok | 0.98s
CoT      | pred='nysnnnntn' | pos_acc=5/9 (55.6%) | 394tok | 0.94s
L2M      | pred='nysnsnynn' | pos_acc=7/9 (77.8%) | 689tok | 2.63s
L2M-DV   | pred='nyxnsnyyn' | pos_acc=9/9 (100.0%) | 774tok | 2.68s
Baseline | pred='neseeyess' | pos_acc=4/9 (44.4%) | 372tok | 0.92s
CoT      | pred='neseeyess' | pos_acc=4/9 (44.4%) | 397tok | 1.47s
L2M      | pred='nemmyeeys' | pos_acc=8/9 (88.9%) | 693tok | 2.68s
L2M-DV   | pred='nenmeyeys' | pos_acc=7/9 (77.8%) | 780tok | 2.92s

### Batch Summary (n_words=9)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  50.00% | 7,379 | 1.181s |
| CoT      |  51.67% | 7,879 | 1.135s |
| L2M      |  89.44% | 13,788 | 2.919s |
| L2M-DV   |  92.78% | 15,526 | 3.330s |

======================================================================
num_words = 10 | batch_size = 20
Baseline | pred='nrnnlnyytl' | pos_acc=5/10 (50.0%) | 373tok | 0.91s
CoT      | pred='nrnnlyrtyy' | pos_acc=8/10 (80.0%) | 398tok | 0.92s
L2M      | pred='nxnlllryyy' | pos_acc=8/10 (80.0%) | 712tok | 4.00s
L2M-DV   | pred='nxnnlyryyy' | pos_acc=10/10 (100.0%) | 800tok | 2.99s
Baseline | pred='yllnnylgmc' | pos_acc=4/10 (40.0%) | 370tok | 0.92s
CoT      | pred='yllnnglcee' | pos_acc=4/10 (40.0%) | 395tok | 1.01s
L2M      | pred='ylnyynnlym' | pos_acc=7/10 (70.0%) | 710tok | 2.98s
L2M-DV   | pred='ylnynnleym' | pos_acc=10/10 (100.0%) | 798tok | 3.93s
Baseline | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | 370tok | 1.09s
CoT      | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | 395tok | 1.88s
L2M      | pred='ynnlsnnnnn' | pos_acc=6/10 (60.0%) | 710tok | 2.93s
L2M-DV   | pred='yynlnsnnnn' | pos_acc=8/10 (80.0%) | 792tok | 3.52s
Baseline | pred='edlyynsmnn' | pos_acc=4/10 (40.0%) | 372tok | 0.90s
CoT      | pred='edlyynsmny' | pos_acc=5/10 (50.0%) | 397tok | 0.92s
L2M      | pred='eyyylyyymn' | pos_acc=4/10 (40.0%) | 713tok | 2.83s
L2M-DV   | pred='eyylyynmny' | pos_acc=10/10 (100.0%) | 803tok | 5.66s
Baseline | pred='nnnsnnnnnn' | pos_acc=5/10 (50.0%) | 372tok | 0.89s
CoT      | pred='nleonlnnmn' | pos_acc=5/10 (50.0%) | 398tok | 0.89s
L2M      | pred='nennnynlmn' | pos_acc=8/10 (80.0%) | 713tok | 2.72s
L2M-DV   | pred='nennnynlmn' | pos_acc=8/10 (80.0%) | 799tok | 3.40s
Baseline | pred='yntnnllyy' | pos_acc=6/10 (60.0%) | 370tok | 1.11s | len_mismatch(gold=10, pred=9)
CoT      | pred='yntnlyltyy' | pos_acc=5/10 (50.0%) | 396tok | 1.05s
L2M      | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | 709tok | 3.53s
L2M-DV   | pred='ynynlyyyyy' | pos_acc=8/10 (80.0%) | 797tok | 4.62s
Baseline | pred='elyyolnnyz' | pos_acc=6/10 (60.0%) | 374tok | 0.96s
CoT      | pred='elyylnnnyr' | pos_acc=7/10 (70.0%) | 399tok | 0.96s
L2M      | pred='elylyelynyn' | pos_acc=4/10 (40.0%) | 712tok | 2.90s | len_mismatch(gold=10, pred=11)
L2M-DV   | pred='elyyleyynn' | pos_acc=8/10 (80.0%) | 790tok | 2.89s
Baseline | pred='mnntnnoomm' | pos_acc=4/10 (40.0%) | 375tok | 1.29s
CoT      | pred='mnntnnenm' | pos_acc=3/10 (30.0%) | 399tok | 1.41s | len_mismatch(gold=10, pred=9)
L2M      | pred='myneynmyym' | pos_acc=10/10 (100.0%) | 714tok | 3.01s
L2M-DV   | pred='myneynymym' | pos_acc=8/10 (80.0%) | 802tok | 2.92s
Baseline | pred='yyyneeynon' | pos_acc=6/10 (60.0%) | 373tok | 0.78s
CoT      | pred='yyrneeynnn' | pos_acc=6/10 (60.0%) | 399tok | 1.49s
L2M      | pred='ynnnenyysn' | pos_acc=8/10 (80.0%) | 714tok | 3.63s
L2M-DV   | pred='yynneyyysn' | pos_acc=10/10 (100.0%) | 799tok | 4.36s
Baseline | pred='ylnnnltyyy' | pos_acc=3/10 (30.0%) | 375tok | 1.12s
CoT      | pred='ylnnnltyny' | pos_acc=3/10 (30.0%) | 400tok | 0.85s
L2M      | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | 715tok | 2.79s
L2M-DV   | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | 936tok | 4.14s
Baseline | pred='yelmmynity' | pos_acc=4/10 (40.0%) | 373tok | 1.04s
CoT      | pred='yelmmynity' | pos_acc=4/10 (40.0%) | 398tok | 1.60s
L2M      | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | 713tok | 3.32s
L2M-DV   | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | 799tok | 2.62s
Baseline | pred='myyynsyyye' | pos_acc=7/10 (70.0%) | 441tok | 1.55s
CoT      | pred='myytgnlnce' | pos_acc=5/10 (50.0%) | 398tok | 0.92s
L2M      | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | 713tok | 2.55s
L2M-DV   | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | 806tok | 5.49s
Baseline | pred='lyylnrlnl' | pos_acc=3/10 (30.0%) | 373tok | 1.21s | len_mismatch(gold=10, pred=9)
CoT      | pred='lyylnrlnnl' | pos_acc=5/10 (50.0%) | 398tok | 6.97s
L2M      | pred='nyllyrnlnl' | pos_acc=9/10 (90.0%) | 712tok | 3.49s
L2M-DV   | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | 802tok | 3.05s
Baseline | pred='ynlltynnix' | pos_acc=7/10 (70.0%) | 368tok | 0.80s
CoT      | pred='ylnnysyyxn' | pos_acc=3/10 (30.0%) | 394tok | 0.87s
L2M      | pred='ynlnynnnnx' | pos_acc=9/10 (90.0%) | 708tok | 2.73s
L2M-DV   | pred='ynlnyynnxn' | pos_acc=8/10 (80.0%) | 792tok | 2.68s
Baseline | pred='nnceylnlx' | pos_acc=5/10 (50.0%) | 371tok | 1.17s | len_mismatch(gold=10, pred=9)
CoT      | pred='nnceylnlrx' | pos_acc=6/10 (60.0%) | 397tok | 1.34s
L2M      | pred='nnemyynllx' | pos_acc=9/10 (90.0%) | 712tok | 3.60s
L2M-DV   | pred='nnymyynlyx' | pos_acc=9/10 (90.0%) | 797tok | 3.45s
Baseline | pred='yynelgnlyy' | pos_acc=5/10 (50.0%) | 375tok | 1.02s
CoT      | pred='yyyelnygly' | pos_acc=8/10 (80.0%) | 400tok | 0.84s
L2M      | pred='yyyelynmyy' | pos_acc=6/10 (60.0%) | 714tok | 3.62s
L2M-DV   | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | 803tok | 3.85s
Baseline | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | 369tok | 0.82s
CoT      | pred='yyyllttcly' | pos_acc=7/10 (70.0%) | 394tok | 0.86s
L2M      | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | 710tok | 3.45s
L2M-DV   | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | 797tok | 2.77s
Baseline | pred='yntlyymsis' | pos_acc=7/10 (70.0%) | 373tok | 1.06s
CoT      | pred='ynoletynss' | pos_acc=5/10 (50.0%) | 397tok | 1.23s
L2M      | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | 712tok | 2.65s
L2M-DV   | pred='ynlyymnys' | pos_acc=3/10 (30.0%) | 789tok | 3.08s | len_mismatch(gold=10, pred=9)
Baseline | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | 380tok | 1.31s
CoT      | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | 405tok | 0.95s
L2M      | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | 720tok | 2.66s
L2M-DV   | pred='yyylllynmc' | pos_acc=6/10 (60.0%) | 813tok | 2.71s
Baseline | pred='nnllnnoeee' | pos_acc=5/10 (50.0%) | 379tok | 1.55s
CoT      | pred='nsseneeynn' | pos_acc=5/10 (50.0%) | 404tok | 1.07s
L2M      | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | 718tok | 5.57s
L2M-DV   | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | 942tok | 5.36s

### Batch Summary (n_words=10)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  54.50% | 7,526 | 1.075s |
| CoT      |  55.00% | 7,961 | 1.401s |
| L2M      |  83.50% | 14,254 | 3.248s |
| L2M-DV   |  88.00% | 16,256 | 3.675s |

======================================================================
num_words = 11 | batch_size = 20
Baseline | pred='nlyeyntnonn' | pos_acc=6/11 (54.5%) | 378tok | 1.57s
CoT      | pred='nlyeeiyntn' | pos_acc=4/11 (36.4%) | 403tok | 0.83s | len_mismatch(gold=11, pred=10)
L2M      | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | 736tok | 3.15s
L2M-DV   | pred='nyreynynnnn' | pos_acc=10/11 (90.9%) | 962tok | 5.26s
Baseline | pred='lnnnnldcylr' | pos_acc=5/11 (45.5%) | 389tok | 1.01s
CoT      | pred='yntnnleecty' | pos_acc=7/11 (63.6%) | 413tok | 1.31s
L2M      | pred='ynnelneclly' | pos_acc=5/11 (45.5%) | 746tok | 3.77s
L2M-DV   | pred='ynnnelnecly' | pos_acc=11/11 (100.0%) | 835tok | 3.19s
Baseline | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | 369tok | 1.05s | len_mismatch(gold=11, pred=10)
CoT      | pred='yssnnnoonoy' | pos_acc=6/11 (54.5%) | 394tok | 1.42s
L2M      | pred='ysynnxlynyy' | pos_acc=6/11 (54.5%) | 728tok | 4.35s
L2M-DV   | pred='ysynnxnlyny' | pos_acc=9/11 (81.8%) | 815tok | 4.43s
Baseline | pred='nnnsnnnsmnn' | pos_acc=6/11 (54.5%) | 374tok | 0.86s
CoT      | pred='nnntnnnntnn' | pos_acc=6/11 (54.5%) | 399tok | 1.33s
L2M      | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | 733tok | 3.08s
L2M-DV   | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | 821tok | 3.81s
Baseline | pred='nnmnnntyyly' | pos_acc=9/11 (81.8%) | 382tok | 1.84s
CoT      | pred='nnmnnntyyyl' | pos_acc=9/11 (81.8%) | 407tok | 1.09s
L2M      | pred='nnnnnnyyyyy' | pos_acc=10/11 (90.9%) | 740tok | 3.88s
L2M-DV   | pred='nnmnnnyyyyy' | pos_acc=11/11 (100.0%) | 825tok | 3.31s
Baseline | pred='nnntelntnnn' | pos_acc=6/11 (54.5%) | 373tok | 1.77s
CoT      | pred='nnntelntnnn' | pos_acc=6/11 (54.5%) | 398tok | 1.06s
L2M      | pred='nnneyytnynn' | pos_acc=9/11 (81.8%) | 731tok | 3.48s
L2M-DV   | pred='nnyeytnynnn' | pos_acc=4/11 (36.4%) | 820tok | 3.08s
Baseline | pred='ylyylnnecss' | pos_acc=5/11 (45.5%) | 377tok | 2.18s
CoT      | pred='ylyylnnecss' | pos_acc=5/11 (45.5%) | 402tok | 1.02s
L2M      | pred='yyylenysynn' | pos_acc=6/11 (54.5%) | 736tok | 2.76s
L2M-DV   | pred='yyylyensyyn' | pos_acc=9/11 (81.8%) | 825tok | 3.95s
Baseline | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | 375tok | 0.94s | len_mismatch(gold=11, pred=10)
CoT      | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | 400tok | 1.60s | len_mismatch(gold=11, pred=10)
L2M      | pred='yyyynnynnym' | pos_acc=11/11 (100.0%) | 733tok | 2.73s
L2M-DV   | pred='yyyynnnyynm' | pos_acc=7/11 (63.6%) | 814tok | 3.26s
Baseline | pred='syynnnnyrnn' | pos_acc=8/11 (72.7%) | 372tok | 0.72s
CoT      | pred='syynnnnnyin' | pos_acc=8/11 (72.7%) | 397tok | 1.57s
L2M      | pred='syynynyyyyn' | pos_acc=8/11 (72.7%) | 730tok | 3.65s
L2M-DV   | pred='synnnyynynn' | pos_acc=7/11 (63.6%) | 820tok | 3.41s
Baseline | pred='ynoeyntnly' | pos_acc=3/11 (27.3%) | 377tok | 1.17s | len_mismatch(gold=11, pred=10)
CoT      | pred='yntyyneonyl' | pos_acc=4/11 (36.4%) | 402tok | 0.87s
L2M      | pred='ynnynynnnny' | pos_acc=10/11 (90.9%) | 736tok | 3.58s
L2M-DV   | pred='ynyneynnyyn' | pos_acc=6/11 (54.5%) | 824tok | 2.24s
Baseline | pred='eennlylnly' | pos_acc=2/11 (18.2%) | 376tok | 1.01s | len_mismatch(gold=11, pred=10)
CoT      | pred='elnnlylnrly' | pos_acc=4/11 (36.4%) | 403tok | 1.04s
L2M      | pred='elynyyensry' | pos_acc=7/11 (63.6%) | 735tok | 3.33s
L2M-DV   | pred='elynyesnry' | pos_acc=6/11 (54.5%) | 981tok | 4.38s | len_mismatch(gold=11, pred=10)
Baseline | pred='elnnlyytmse' | pos_acc=5/11 (45.5%) | 378tok | 1.25s
CoT      | pred='elnnlyyymse' | pos_acc=5/11 (45.5%) | 401tok | 0.95s
L2M      | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | 734tok | 2.87s
L2M-DV   | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | 830tok | 2.63s
Baseline | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | 376tok | 0.86s
CoT      | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | 401tok | 1.60s
L2M      | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | 735tok | 2.71s
L2M-DV   | pred='nlnnyyysnnn' | pos_acc=9/11 (81.8%) | 814tok | 3.53s
Baseline | pred='elnnnntnnle' | pos_acc=6/11 (54.5%) | 377tok | 1.03s
CoT      | pred='etnnnntnnee' | pos_acc=6/11 (54.5%) | 402tok | 0.92s
L2M      | pred='eenynennnne' | pos_acc=10/11 (90.9%) | 734tok | 3.97s
L2M-DV   | pred='eenynennnne' | pos_acc=10/11 (90.9%) | 942tok | 5.01s
Baseline | pred='lnyyynntgcl' | pos_acc=6/11 (54.5%) | 376tok | 0.85s
CoT      | pred='lnygyrtylcl' | pos_acc=4/11 (36.4%) | 401tok | 1.11s
L2M      | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | 734tok | 2.82s
L2M-DV   | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | 823tok | 2.94s
Baseline | pred='nnnedyytyee' | pos_acc=7/11 (63.6%) | 379tok | 1.00s
CoT      | pred='nnnedyytye' | pos_acc=6/11 (54.5%) | 404tok | 1.40s | len_mismatch(gold=11, pred=10)
L2M      | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | 738tok | 3.04s
L2M-DV   | pred='nnseeyyyyne' | pos_acc=11/11 (100.0%) | 831tok | 4.13s
Baseline | pred='nonngllnnoz' | pos_acc=2/11 (18.2%) | 373tok | 0.87s
CoT      | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | 397tok | 1.55s
L2M      | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | 733tok | 2.83s
L2M-DV   | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | 951tok | 4.17s
Baseline | pred='nnlnlnltynn' | pos_acc=5/11 (45.5%) | 372tok | 1.63s
CoT      | pred='nnlnlnlntn' | pos_acc=4/11 (36.4%) | 397tok | 1.04s | len_mismatch(gold=11, pred=10)
L2M      | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | 731tok | 19.08s
L2M-DV   | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | 972tok | 4.17s
Baseline | pred='nnlylgnnlnn' | pos_acc=6/11 (54.5%) | 377tok | 1.19s
CoT      | pred='nnlylnoonnn' | pos_acc=5/11 (45.5%) | 401tok | 1.01s
L2M      | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | 733tok | 2.97s
L2M-DV   | pred='nnylnynnnnn' | pos_acc=8/11 (72.7%) | 829tok | 4.05s
Baseline | pred='oneyletnnon' | pos_acc=2/11 (18.2%) | 379tok | 1.02s
CoT      | pred='onyyelmnne' | pos_acc=4/11 (36.4%) | 404tok | 0.85s | len_mismatch(gold=11, pred=10)
L2M      | pred='nyeemnynnen' | pos_acc=6/11 (54.5%) | 738tok | 2.77s
L2M-DV   | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | 832tok | 5.93s

### Batch Summary (n_words=11)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  49.55% | 7,529 | 1.190s |
| CoT      |  49.55% | 8,026 | 1.179s |
| L2M      |  83.64% | 14,694 | 4.042s |
| L2M-DV   |  83.64% | 17,166 | 3.845s |

======================================================================
num_words = 12 | batch_size = 20
Baseline | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | 381tok | 1.04s | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntnnnntnnn' | pos_acc=7/12 (58.3%) | 407tok | 1.21s
L2M      | pred='nlnnynntynnn' | pos_acc=10/12 (83.3%) | 760tok | 4.42s
L2M-DV   | pred='nlnnnynynnnn' | pos_acc=10/12 (83.3%) | 984tok | 7.19s
Baseline | pred='esnnveyylny' | pos_acc=4/12 (33.3%) | 377tok | 1.17s | len_mismatch(gold=12, pred=11)
CoT      | pred='etnnveyylny' | pos_acc=4/12 (33.3%) | 402tok | 1.16s | len_mismatch(gold=12, pred=11)
L2M      | pred='elnseyyeelny' | pos_acc=10/12 (83.3%) | 755tok | 3.18s
L2M-DV   | pred='elnsennyelyn' | pos_acc=9/12 (75.0%) | 843tok | 4.00s
Baseline | pred='ytyyynlntyy' | pos_acc=3/12 (25.0%) | 388tok | 1.30s | len_mismatch(gold=12, pred=11)
CoT      | pred='yyyynnnnnnyy' | pos_acc=7/12 (58.3%) | 413tok | 1.28s
L2M      | pred='yyenynemney' | pos_acc=8/12 (66.7%) | 764tok | 3.49s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='yyenynemneyy' | pos_acc=9/12 (75.0%) | 849tok | 4.54s
Baseline | pred='yllnlygssnnn' | pos_acc=7/12 (58.3%) | 384tok | 0.94s
CoT      | pred='yllnynyyynnn' | pos_acc=6/12 (50.0%) | 408tok | 0.85s
L2M      | pred='ylynyscymsny' | pos_acc=9/12 (75.0%) | 759tok | 3.04s
L2M-DV   | pred='ylynyycsnnny' | pos_acc=11/12 (91.7%) | 859tok | 4.20s
Baseline | pred='yyylnlnngne' | pos_acc=4/12 (33.3%) | 377tok | 0.87s | len_mismatch(gold=12, pred=11)
