
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | compared=1
CoT      | pred='yllnnglcmc' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='ylnyynnlym' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='ylynnlleym' | pos_acc=7/10 (70.0%) | compared=10
Baseline | pred='yyynglnnnn' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyynlnnnn' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='ynnlsnnnnn' | pos_acc=6/10 (60.0%) | compared=10
L2M-DV   | pred='yynlsnnnnn' | pos_acc=7/10 (70.0%) | compared=10
Baseline | pred='edlyymnngy' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='edlyymnngy' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='eyylyyyymn' | pos_acc=6/10 (60.0%) | compared=10
L2M-DV   | pred='eyylyynmny' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nnngnnnnnn' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nleonlnnmn' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='nennnynlmn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='nennynlnmn' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='ialnylyyey' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='ynoalcltyy' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='ynynlyyyyy' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='elyyolnnyz' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='elyylnyion' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='elyyleyynn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='elyylenyyn' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='mnntnnoium' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='mnntnnoomm' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='myneynmyym' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='myneynymym' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='yyyneeynon' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='yyyneeynnn' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='ynnnenyysn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='yynneyyysn' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ylnnnynney' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='ylnnnlyney' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yelmmynity' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='yelmmynity' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='yeymmyyyny' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='myyylgyce' | pos_acc=4/10 (40.0%) | compared=9 | len_mismatch(gold=10, pred=9)
CoT      | pred='myytnglyce' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='lyylnrlncl' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='lytlnrnal' | pos_acc=4/10 (40.0%) | compared=9 | len_mismatch(gold=10, pred=9)
L2M      | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ylnnynyyxn' | pos_acc=3/10 (30.0%) | compared=10
CoT      | pred='ylnnysnnon' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='ynlnynnnnx' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='ynlnynnnnx' | pos_acc=9/10 (90.0%) | compared=10
Baseline | pred='noeyllyxk' | pos_acc=2/10 (20.0%) | compared=9 | len_mismatch(gold=10, pred=9)
CoT      | pred='nnceylnlrx' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='nnemyynllx' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='nnemyynlxy' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='yynelgnlyy' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='yyleregnly' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ynoletynss' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='yntlyymsis' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nnllnnoeee' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nnllnntvee' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='nslennyeen' | pos_acc=9/10 (90.0%) | compared=10

[Batch Summary for n_words=10]
  Baseline  : 48.50%
  CoT       : 53.50%
  L2M       : 87.50%
  L2M-DV    : 91.00%

======================================================================
num_words = 11 | batch_size = 20
Baseline | pred='nlyeeiyntn' | pos_acc=4/11 (36.4%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nlyeeoynonn' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nyreynynnnn' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='lnnnnllcylr' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='yntnedeetyl' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='ynnelnelcly' | pos_acc=6/11 (54.5%) | compared=11
L2M-DV   | pred='ynnnelnecly' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='yssnnnnooyy' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='ysynnxnlnny' | pos_acc=8/11 (72.7%) | compared=11
L2M-DV   | pred='ysynnxnlyny' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='nnnsnnnsmnn' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='nnntnnnnnnn' | pos_acc=6/11 (54.5%) | compared=11
L2M      | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnnnntynyyly' | pos_acc=7/11 (63.6%) | compared=11 | len_mismatch(gold=11, pred=12)
CoT      | pred='nnmnnntyyly' | pos_acc=9/11 (81.8%) | compared=11
L2M      | pred='nnnnnnyyyyy' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nnmnnnyyyyy' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnntelnotn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nnntetnlnn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nnnyeytnnnn' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nnnyeytnynn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='ylyytyeecln' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='ylyytyneissn' | pos_acc=4/11 (36.4%) | compared=11 | len_mismatch(gold=11, pred=12)
L2M      | pred='yyylenysynn' | pos_acc=6/11 (54.5%) | compared=11
L2M-DV   | pred='yyyylesyynn' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='yyyynnynnyy' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='yyyynnnynym' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='syynnyyynnn' | pos_acc=8/11 (72.7%) | compared=11
CoT      | pred='syynnyyynnn' | pos_acc=8/11 (72.7%) | compared=11
L2M      | pred='synynynyyyn' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='syynnyynyn' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
Baseline | pred='yntyyneonyl' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='yntyyneonnl' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='ynnyeynnyny' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='ynynenynnny' | pos_acc=7/11 (63.6%) | compared=11
Baseline | pred='eennlylnly' | pos_acc=2/11 (18.2%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='eenllynnlyy' | pos_acc=3/11 (27.3%) | compared=11
L2M      | pred='elynyyensry' | pos_acc=7/11 (63.6%) | compared=11
L2M-DV   | pred='elynyenrsry' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='elnnlyyymey' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='elnnlyyymse' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | compared=11
CoT      | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='elnnnntnnee' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='elnnntnnnne' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='eenyneynnne' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='eenynennnne' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='lnyyynynlcl' | pos_acc=8/11 (72.7%) | compared=11
CoT      | pred='lnyylnytnl' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnnedytlyee' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='nnnedyytyee' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='nnseeyyyyne' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | compared=11
CoT      | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | compared=11
L2M      | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nentlnlntn' | pos_acc=6/11 (54.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nnlnlnlntn' | pos_acc=4/11 (36.4%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnlylnoonnn' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='nnlylnoontn' | pos_acc=4/11 (36.4%) | compared=11
L2M      | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nnylnynnnnn' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='oneyeleonmn' | pos_acc=3/11 (27.3%) | compared=11
CoT      | pred='oneyeleonrn' | pos_acc=3/11 (27.3%) | compared=11
L2M      | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | compared=11

[Batch Summary for n_words=11]
  Baseline  : 47.73%
  CoT       : 49.55%
  L2M       : 88.18%
  L2M-DV    : 90.00%

======================================================================
num_words = 12 | batch_size = 20
Baseline | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nlnnynntynnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nlnnnynynnnn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='etnnveyylny' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='ealnsenynyy' | pos_acc=2/12 (16.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='elnsenyeelny' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='elnsenyyelny' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='ytyyynnnnnyy' | pos_acc=5/12 (41.7%) | compared=12
CoT      | pred='yyyynnnnnnyy' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='yyeenynemney' | pos_acc=6/12 (50.0%) | compared=12
L2M-DV   | pred='yyeenymneyy' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='yllnlygssnnn' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='yllnynyyynnn' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='ylynyycsnmny' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='ylynyscymsny' | pos_acc=9/12 (75.0%) | compared=12
Baseline | pred='yyylnlnngne' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='yyylnngngse' | pos_acc=3/12 (25.0%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='yxnnnnyyyynn' | pos_acc=9/12 (75.0%) | compared=12
CoT      | pred='yxnnynyyynnn' | pos_acc=10/12 (83.3%) | compared=12
L2M      | pred='yxnyynyyynnn' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='yxynsyyyynnn' | pos_acc=9/12 (75.0%) | compared=12
Baseline | pred='nlnltylntysl' | pos_acc=3/12 (25.0%) | compared=12
CoT      | pred='nlnltylnlsss' | pos_acc=2/12 (16.7%) | compared=12
L2M      | pred='nnrnylnneysy' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nnrnylnenysy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='yntyynglenn' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yngynnneynnn' | pos_acc=8/12 (66.7%) | compared=12
L2M-DV   | pred='yngynnenysnn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='eenyynetnno' | pos_acc=2/12 (16.7%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='eynylnetlynn' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='eymynyteynyn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='eymynyteynne' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='yntnngcaygye' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='yntnngyytge' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nysyllyltyy' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nysylgldxytx' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='nylleyylxyny' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nylyeeelyxny' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='onlnltdymsss' | pos_acc=3/12 (25.0%) | compared=12
CoT      | pred='onlnltdymsss' | pos_acc=3/12 (25.0%) | compared=12
L2M      | pred='nenynneymyys' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nenyneymynns' | pos_acc=7/12 (58.3%) | compared=12
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nlyltylntnl' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nyelyyynnnel' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nyelyyyynnell' | pos_acc=12/12 (100.0%) | compared=12 | len_mismatch(gold=12, pred=13)
Baseline | pred='yyylyelntnnn' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='yyrlyelntnnn' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='yyeeyennnnnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='yyeeynynnnnn' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='synglnltyym' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='syntnlnrtyym' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nysntnoonssn' | pos_acc=4/12 (33.3%) | compared=12
CoT      | pred='ntyntnnnnnnn' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nytynrynynnn' | pos_acc=7/12 (58.3%) | compared=12
Baseline | pred='nnnnnnnnnnne' | pos_acc=5/12 (41.7%) | compared=12
CoT      | pred='nnnnnnnnnnne' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='nnennyereyye' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nnenneyreyee' | pos_acc=9/12 (75.0%) | compared=12
Baseline | pred='elnmneeyylyt' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='elmnleeyylyt' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='enmnenyyyyyy' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='emnnenyyyyyy' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nnnyynlyeyn' | pos_acc=11/12 (91.7%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='ednnlylgnnnn' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='ennyllytnnnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='ennyltynnnnn' | pos_acc=12/12 (100.0%) | compared=12

[Batch Summary for n_words=12]
  Baseline  : 43.33%
  CoT       : 45.83%
  L2M       : 87.92%
  L2M-DV    : 81.67%

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='ynennlleyneny' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='ynennlyeneyny' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='ynecllglyytty' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='ynecllgltyyyy' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='ynmccnlyynnyy' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='ynmcnlyyynnyy' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='neterleelal' | pos_acc=4/13 (30.8%) | compared=11 | len_mismatch(gold=13, pred=11)
CoT      | pred='nerssyeylgnl' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='neysyellsnl' | pos_acc=6/13 (46.2%) | compared=11 | len_mismatch(gold=13, pred=11)
L2M-DV   | pred='neysyeeyllsnl' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='ealmsnnleynn' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='eenesmlnntnns' | pos_acc=3/13 (23.1%) | compared=13
L2M      | pred='elemmnyeneynn' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='elmemmneyennn' | pos_acc=7/13 (53.8%) | compared=13
Baseline | pred='ngnnltetnlynn' | pos_acc=7/13 (53.8%) | compared=13
CoT      | pred='nnnnltyetnnyr' | pos_acc=7/13 (53.8%) | compared=13
L2M      | pred='nnnlyeyelynyn' | pos_acc=6/13 (46.2%) | compared=13
L2M-DV   | pred='nnnnlyeyelnyn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='ylyetllsytnee' | pos_acc=4/13 (30.8%) | compared=13
CoT      | pred='ylyytlssyynce' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='yyeylllsyynne' | pos_acc=9/13 (69.2%) | compared=13
L2M-DV   | pred='yyelllsyynne' | pos_acc=9/13 (69.2%) | compared=12 | len_mismatch(gold=13, pred=12)
Baseline | pred='eylnssnnlneey' | pos_acc=5/13 (38.5%) | compared=13
CoT      | pred='elnnssnnlnyei' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='cndynonvlylnl' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='cndynonlntnl' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='cnynnyyenynnl' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | compared=13
CoT      | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | compared=13
L2M      | pred='yyeennlcysmn' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='yyeeemnlcysmn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='bnyereetnlny' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='nnnereltntyy' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='nnlnnynnnntyy' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='nnlnnnynnnntt' | pos_acc=9/13 (69.2%) | compared=13
L2M      | pred='nlnlnynnnnnty' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='nlnlnnynnnnty' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yyltynlyllyly' | pos_acc=4/13 (30.8%) | compared=13
CoT      | pred='yyltynlyllyyly' | pos_acc=4/13 (30.8%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M      | pred='yylynyyeynyly' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='yylynyyyny' | pos_acc=8/13 (61.5%) | compared=10 | len_mismatch(gold=13, pred=10)
Baseline | pred='lclntyyeylonnl' | pos_acc=3/13 (23.1%) | compared=13 | len_mismatch(gold=13, pred=14)
CoT      | pred='nllntyyynlonnl' | pos_acc=6/13 (46.2%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M      | pred='nlynyeynnynnl' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='nlynynynnyynl' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='eenngmllnnyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='eenngmllnnyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='yelelnyngn' | pos_acc=5/13 (38.5%) | compared=10 | len_mismatch(gold=13, pred=10)
CoT      | pred='yelelnyngnnoa' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='yelyeyyyynnyn' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='yelneyyynnmyn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yrryggelnyeea' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='yrryggelnyeea' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='yrnyggeeyyne' | pos_acc=9/13 (69.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M-DV   | pred='yrnygyenynnee' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='cnyyytnoonrre' | pos_acc=5/13 (38.5%) | compared=13
CoT      | pred='cnylyyynnnnrrr' | pos_acc=10/13 (76.9%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M      | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='noynneerlnll' | pos_acc=4/13 (30.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='onyyneeealnl' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='nyynennelynll' | pos_acc=11/13 (84.6%) | compared=13
