
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | 344tok | 1.30s
Baseline | pred='ntelnoon' | pos_acc=3/8 (37.5%) | 365tok | 0.86s
CoT      | pred='nyslnnyn' | pos_acc=5/8 (62.5%) | 391tok | 0.97s
L2M      | pred='tyennnyn' | pos_acc=8/8 (100.0%) | 667tok | 3.15s
L2M-DV   | pred='tyennnyn' | pos_acc=8/8 (100.0%) | 746tok | 3.93s
Baseline | pred='ymlnlnen' | pos_acc=4/8 (50.0%) | 373tok | 1.32s
CoT      | pred='ymlneneh' | pos_acc=4/8 (50.0%) | 399tok | 0.86s
L2M      | pred='ymnlennn' | pos_acc=8/8 (100.0%) | 675tok | 2.29s
L2M-DV   | pred='ymnlennn' | pos_acc=8/8 (100.0%) | 763tok | 2.33s
Baseline | pred='ylnneese' | pos_acc=3/8 (37.5%) | 369tok | 1.25s
CoT      | pred='yntnlsee' | pos_acc=4/8 (50.0%) | 394tok | 0.94s
L2M      | pred='ynynleny' | pos_acc=8/8 (100.0%) | 671tok | 3.91s
L2M-DV   | pred='ynynleny' | pos_acc=8/8 (100.0%) | 745tok | 2.20s
Baseline | pred='eenlnnnn' | pos_acc=4/8 (50.0%) | 366tok | 0.87s
CoT      | pred='eynnnnnn' | pos_acc=6/8 (75.0%) | 392tok | 1.54s
L2M      | pred='eynnlnny' | pos_acc=8/8 (100.0%) | 668tok | 2.84s
L2M-DV   | pred='eynnlnny' | pos_acc=8/8 (100.0%) | 748tok | 2.41s

### Batch Summary (n_words=8)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  56.88% | 7,324 | 1.063s |
| CoT      |  58.13% | 7,824 | 1.026s |
| L2M      |  95.62% | 13,354 | 3.025s |
| L2M-DV   |  92.50% | 15,285 | 3.018s |

======================================================================
num_words = 9 | batch_size = 20
Baseline | pred='lccmsnlye' | pos_acc=4/9 (44.4%) | 372tok | 0.81s
CoT      | pred='lccmslntt' | pos_acc=2/9 (22.2%) | 397tok | 1.04s
L2M      | pred='rcymenyne' | pos_acc=8/9 (88.9%) | 691tok | 3.11s
L2M-DV   | pred='xcymenynne' | pos_acc=8/9 (88.9%) | 779tok | 3.25s | len_mismatch(gold=9, pred=10)
Baseline | pred='nnnglnysm' | pos_acc=2/9 (22.2%) | 363tok | 0.81s
CoT      | pred='nyrnnleeei' | pos_acc=5/9 (55.6%) | 390tok | 0.91s | len_mismatch(gold=9, pred=10)
L2M      | pred='nynnnemye' | pos_acc=9/9 (100.0%) | 684tok | 2.64s
L2M-DV   | pred='nynnnemye' | pos_acc=9/9 (100.0%) | 757tok | 3.45s
Baseline | pred='ennynglyy' | pos_acc=5/9 (55.6%) | 371tok | 1.50s
CoT      | pred='elnnsmnly' | pos_acc=5/9 (55.6%) | 396tok | 1.25s
L2M      | pred='ennymnnly' | pos_acc=9/9 (100.0%) | 691tok | 2.79s
L2M-DV   | pred='ennymnnly' | pos_acc=9/9 (100.0%) | 775tok | 4.18s
Baseline | pred='nlynnynne' | pos_acc=4/9 (44.4%) | 370tok | 0.87s
CoT      | pred='nlynnynne' | pos_acc=4/9 (44.4%) | 395tok | 1.01s
L2M      | pred='nyynnneen' | pos_acc=7/9 (77.8%) | 690tok | 2.93s
L2M-DV   | pred='nyynynnen' | pos_acc=9/9 (100.0%) | 899tok | 4.44s
Baseline | pred='ylnnynlno' | pos_acc=4/9 (44.4%) | 366tok | 1.65s
CoT      | pred='ylnynltnn' | pos_acc=2/9 (22.2%) | 391tok | 1.33s
L2M      | pred='ynynynynl' | pos_acc=7/9 (77.8%) | 686tok | 3.65s
L2M-DV   | pred='ynynynyln' | pos_acc=9/9 (100.0%) | 766tok | 3.82s
Baseline | pred='ednnmsygy' | pos_acc=5/9 (55.6%) | 371tok | 1.00s
CoT      | pred='ednnmsmgy' | pos_acc=6/9 (66.7%) | 396tok | 1.19s
L2M      | pred='eenlmscyy' | pos_acc=8/9 (88.9%) | 692tok | 2.81s
L2M-DV   | pred='eenlsmmyy' | pos_acc=7/9 (77.8%) | 778tok | 5.83s
Baseline | pred='lneonener' | pos_acc=0/9 (0.0%) | 366tok | 0.71s
CoT      | pred='yenernenn' | pos_acc=7/9 (77.8%) | 391tok | 0.98s
L2M      | pred='yennenenn' | pos_acc=9/9 (100.0%) | 687tok | 3.20s
L2M-DV   | pred='yennennnnn' | pos_acc=8/9 (88.9%) | 768tok | 2.47s | len_mismatch(gold=9, pred=10)
Baseline | pred='nonynlrln' | pos_acc=5/9 (55.6%) | 372tok | 0.83s
CoT      | pred='nonyynlne' | pos_acc=4/9 (44.4%) | 397tok | 0.95s
L2M      | pred='nmnynyltn' | pos_acc=9/9 (100.0%) | 693tok | 3.14s
L2M-DV   | pred='nmnyynltn' | pos_acc=7/9 (77.8%) | 775tok | 2.73s
Baseline | pred='ylnelnooy' | pos_acc=4/9 (44.4%) | 369tok | 1.36s
CoT      | pred='ylnelnooy' | pos_acc=4/9 (44.4%) | 394tok | 0.94s
L2M      | pred='ynlennnny' | pos_acc=9/9 (100.0%) | 690tok | 3.09s
L2M-DV   | pred='ynlennnny' | pos_acc=9/9 (100.0%) | 774tok | 3.99s
Baseline | pred='nllnnyeon' | pos_acc=5/9 (55.6%) | 370tok | 0.93s
CoT      | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | 394tok | 1.26s
L2M      | pred='mllneyynn' | pos_acc=9/9 (100.0%) | 690tok | 2.81s
L2M-DV   | pred='mllneyynn' | pos_acc=9/9 (100.0%) | 775tok | 4.24s
Baseline | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 373tok | 0.95s
CoT      | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 398tok | 0.96s
L2M      | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 694tok | 4.53s
L2M-DV   | pred='yneylntyy' | pos_acc=9/9 (100.0%) | 761tok | 2.48s
Baseline | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | 367tok | 1.56s
CoT      | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | 392tok | 0.78s
L2M      | pred='ennynynyy' | pos_acc=8/9 (88.9%) | 687tok | 3.87s
L2M-DV   | pred='ennyyynyy' | pos_acc=9/9 (100.0%) | 762tok | 3.33s
Baseline | pred='nmmllnlnl' | pos_acc=3/9 (33.3%) | 372tok | 1.37s
CoT      | pred='nmmnlseel' | pos_acc=2/9 (22.2%) | 396tok | 0.92s
L2M      | pred='nmylnenle' | pos_acc=9/9 (100.0%) | 692tok | 3.43s
L2M-DV   | pred='nmylnenle' | pos_acc=9/9 (100.0%) | 776tok | 2.49s
Baseline | pred='nynylnnry' | pos_acc=5/9 (55.6%) | 367tok | 0.90s
CoT      | pred='nnntnnnry' | pos_acc=5/9 (55.6%) | 392tok | 1.01s
L2M      | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | 687tok | 2.97s
L2M-DV   | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | 768tok | 3.34s
Baseline | pred='nonllnyly' | pos_acc=6/9 (66.7%) | 366tok | 1.24s
CoT      | pred='nnlnllnly' | pos_acc=5/9 (55.6%) | 392tok | 1.03s
L2M      | pred='nnnnlnyny' | pos_acc=9/9 (100.0%) | 688tok | 2.23s
L2M-DV   | pred='nnnnlnnyy' | pos_acc=7/9 (77.8%) | 763tok | 3.67s
Baseline | pred='yelntnyny' | pos_acc=8/9 (88.9%) | 369tok | 1.03s
CoT      | pred='yeleonyny' | pos_acc=7/9 (77.8%) | 394tok | 1.02s
L2M      | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | 689tok | 2.20s
L2M-DV   | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | 772tok | 3.21s
Baseline | pred='yynlalgyg' | pos_acc=5/9 (55.6%) | 368tok | 0.88s
CoT      | pred='yynllayyn' | pos_acc=7/9 (77.8%) | 393tok | 0.81s
L2M      | pred='ynlnyyynn' | pos_acc=4/9 (44.4%) | 689tok | 3.57s
L2M-DV   | pred='ynlynyyyn' | pos_acc=6/9 (66.7%) | 762tok | 4.14s
Baseline | pred='rllnlylnc' | pos_acc=5/9 (55.6%) | 367tok | 0.93s
CoT      | pred='rllnrylnc' | pos_acc=5/9 (55.6%) | 392tok | 1.02s
L2M      | pred='rlynynnnc' | pos_acc=6/9 (66.7%) | 686tok | 2.71s
L2M-DV   | pred='rlnyynlnc' | pos_acc=9/9 (100.0%) | 775tok | 2.40s
Baseline | pred='nyrnnnntn' | pos_acc=5/9 (55.6%) | 369tok | 1.43s
CoT      | pred='nnxnnnntn' | pos_acc=5/9 (55.6%) | 394tok | 0.97s
L2M      | pred='nysnsnynn' | pos_acc=7/9 (77.8%) | 689tok | 2.37s
L2M-DV   | pred='nyxnsnyyn' | pos_acc=9/9 (100.0%) | 774tok | 2.83s
Baseline | pred='neseeyess' | pos_acc=4/9 (44.4%) | 372tok | 0.83s
CoT      | pred='neseeyesss' | pos_acc=4/9 (44.4%) | 398tok | 1.66s | len_mismatch(gold=9, pred=10)
L2M      | pred='nemmyeeys' | pos_acc=8/9 (88.9%) | 693tok | 3.71s
L2M-DV   | pred='nenmeyeys' | pos_acc=7/9 (77.8%) | 780tok | 3.68s

### Batch Summary (n_words=9)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  51.11% | 7,380 | 1.080s |
| CoT      |  53.89% | 7,882 | 1.053s |
| L2M      |  90.00% | 13,788 | 3.088s |
| L2M-DV   |  92.78% | 15,539 | 3.499s |

======================================================================
num_words = 10 | batch_size = 20
Baseline | pred='nrnnlltyly' | pos_acc=6/10 (60.0%) | 372tok | 0.89s
CoT      | pred='nrnnllygcy' | pos_acc=5/10 (50.0%) | 398tok | 0.88s
L2M      | pred='nxnllryyyy' | pos_acc=7/10 (70.0%) | 712tok | 3.33s
L2M-DV   | pred='nxnnlyryyy' | pos_acc=10/10 (100.0%) | 800tok | 3.45s
Baseline | pred='llnyynlgm' | pos_acc=5/10 (50.0%) | 370tok | 3.04s | len_mismatch(gold=10, pred=9)
CoT      | pred='yllnnglcem' | pos_acc=5/10 (50.0%) | 395tok | 1.62s
L2M      | pred='ylnyynnlym' | pos_acc=7/10 (70.0%) | 710tok | 2.32s
L2M-DV   | pred='ylnynnleym' | pos_acc=10/10 (100.0%) | 798tok | 2.95s
Baseline | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | 370tok | 0.82s
CoT      | pred='yyyynnnnnn' | pos_acc=6/10 (60.0%) | 395tok | 0.94s
L2M      | pred='ynnlsnnnnn' | pos_acc=6/10 (60.0%) | 710tok | 3.13s
L2M-DV   | pred='yynlsnnnnn' | pos_acc=7/10 (70.0%) | 792tok | 4.40s
Baseline | pred='edlyymnngy' | pos_acc=4/10 (40.0%) | 373tok | 1.10s
CoT      | pred='edlyynsmny' | pos_acc=5/10 (50.0%) | 397tok | 1.37s
L2M      | pred='eyylyyyymn' | pos_acc=6/10 (60.0%) | 713tok | 2.71s
L2M-DV   | pred='eyylyynmny' | pos_acc=10/10 (100.0%) | 803tok | 2.66s
Baseline | pred='nelnynnnnm' | pos_acc=4/10 (40.0%) | 372tok | 1.12s
CoT      | pred='nnngnnnntn' | pos_acc=5/10 (50.0%) | 398tok | 0.84s
L2M      | pred='nennynlnmn' | pos_acc=8/10 (80.0%) | 712tok | 3.57s
L2M-DV   | pred='nennynlnmn' | pos_acc=8/10 (80.0%) | 787tok | 3.04s
Baseline | pred='yntnnllyy' | pos_acc=6/10 (60.0%) | 370tok | 1.10s | len_mismatch(gold=10, pred=9)
CoT      | pred='ynoalclgyy' | pos_acc=4/10 (40.0%) | 395tok | 0.91s
L2M      | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | 709tok | 2.79s
L2M-DV   | pred='ynynlyyyyy' | pos_acc=8/10 (80.0%) | 796tok | 3.35s
Baseline | pred='elyylnnoyn' | pos_acc=7/10 (70.0%) | 374tok | 1.47s
CoT      | pred='elyylnnlym' | pos_acc=6/10 (60.0%) | 399tok | 1.20s
L2M      | pred='elylyelynyn' | pos_acc=4/10 (40.0%) | 712tok | 3.22s | len_mismatch(gold=10, pred=11)
L2M-DV   | pred='elyylenyyn' | pos_acc=8/10 (80.0%) | 802tok | 4.27s
Baseline | pred='mnntnnoomy' | pos_acc=3/10 (30.0%) | 375tok | 0.76s
CoT      | pred='mnntnnenm' | pos_acc=3/10 (30.0%) | 399tok | 1.02s | len_mismatch(gold=10, pred=9)
L2M      | pred='myneynmyym' | pos_acc=10/10 (100.0%) | 714tok | 4.01s
L2M-DV   | pred='myneynymym' | pos_acc=8/10 (80.0%) | 802tok | 5.02s
Baseline | pred='yyyneeynnn' | pos_acc=6/10 (60.0%) | 374tok | 1.43s
CoT      | pred='yyyneeynnn' | pos_acc=6/10 (60.0%) | 399tok | 0.94s
L2M      | pred='ynnnenyysn' | pos_acc=8/10 (80.0%) | 714tok | 2.91s
L2M-DV   | pred='yynneyyysn' | pos_acc=10/10 (100.0%) | 800tok | 4.38s
Baseline | pred='yntnnynney' | pos_acc=7/10 (70.0%) | 374tok | 4.75s
CoT      | pred='yntnnlynty' | pos_acc=5/10 (50.0%) | 399tok | 1.04s
L2M      | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | 715tok | 3.43s
L2M-DV   | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | 806tok | 3.99s
Baseline | pred='yelmmynity' | pos_acc=4/10 (40.0%) | 373tok | 2.31s
CoT      | pred='yelmmynity' | pos_acc=4/10 (40.0%) | 398tok | 0.90s
L2M      | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | 713tok | 3.13s
L2M-DV   | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | 799tok | 2.86s
Baseline | pred='myyynsyyye' | pos_acc=7/10 (70.0%) | 441tok | 1.55s
CoT      | pred='myytngyeyc' | pos_acc=4/10 (40.0%) | 399tok | 1.06s
L2M      | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | 713tok | 3.23s
L2M-DV   | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | 806tok | 3.49s
Baseline | pred='lyylnrnal' | pos_acc=4/10 (40.0%) | 372tok | 0.88s | len_mismatch(gold=10, pred=9)
CoT      | pred='lyylnrlnsl' | pos_acc=4/10 (40.0%) | 398tok | 1.12s
L2M      | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | 712tok | 3.48s
L2M-DV   | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | 802tok | 3.21s
Baseline | pred='ynlltynnix' | pos_acc=7/10 (70.0%) | 368tok | 1.14s
CoT      | pred='ylnnynynnx' | pos_acc=6/10 (60.0%) | 394tok | 1.01s
L2M      | pred='ynlnynnnnx' | pos_acc=9/10 (90.0%) | 708tok | 3.76s
L2M-DV   | pred='ynlnyynnnx' | pos_acc=10/10 (100.0%) | 782tok | 3.64s
Baseline | pred='nnceylnylx' | pos_acc=5/10 (50.0%) | 372tok | 1.79s
CoT      | pred='nntmylnglx' | pos_acc=6/10 (60.0%) | 397tok | 0.95s
L2M      | pred='nnemyynllx' | pos_acc=9/10 (90.0%) | 712tok | 3.06s
L2M-DV   | pred='nnymyynlyx' | pos_acc=9/10 (90.0%) | 797tok | 4.29s
Baseline | pred='yynelgnlyy' | pos_acc=5/10 (50.0%) | 375tok | 1.27s
CoT      | pred='yyleregnly' | pos_acc=5/10 (50.0%) | 399tok | 0.89s
L2M      | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | 714tok | 3.42s
L2M-DV   | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | 803tok | 3.52s
Baseline | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | 369tok | 1.02s
CoT      | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | 394tok | 1.16s
L2M      | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | 710tok | 2.82s
L2M-DV   | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | 798tok | 6.89s
Baseline | pred='yntlyymsis' | pos_acc=7/10 (70.0%) | 373tok | 0.96s
CoT      | pred='ynoletynss' | pos_acc=5/10 (50.0%) | 397tok | 1.05s
L2M      | pred='ynylymnyns' | pos_acc=6/10 (60.0%) | 712tok | 6.02s
L2M-DV   | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | 800tok | 3.96s
Baseline | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | 380tok | 1.10s
CoT      | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | 405tok | 1.41s
L2M      | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | 720tok | 3.57s
L2M-DV   | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | 812tok | 5.05s
Baseline | pred='nnllnnynep' | pos_acc=5/10 (50.0%) | 380tok | 0.90s
CoT      | pred='nsseneeynn' | pos_acc=5/10 (50.0%) | 404tok | 0.98s
L2M      | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | 718tok | 3.58s
L2M-DV   | pred='nslenneeyn' | pos_acc=9/10 (90.0%) | 812tok | 5.24s

### Batch Summary (n_words=10)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  57.50% | 7,527 | 1.469s |
| CoT      |  51.50% | 7,959 | 1.064s |
| L2M      |  84.50% | 14,253 | 3.374s |
| L2M-DV   |  93.50% | 15,997 | 3.984s |

======================================================================
num_words = 11 | batch_size = 20
Baseline | pred='lnnnnldcylr' | pos_acc=5/11 (45.5%) | 389tok | 1.29s
CoT      | pred='yntnnletryy' | pos_acc=5/11 (45.5%) | 413tok | 1.07s
L2M      | pred='ynnenlncly' | pos_acc=5/11 (45.5%) | 746tok | 5.28s | len_mismatch(gold=11, pred=10)
L2M-DV   | pred='ynnnelnecll' | pos_acc=10/11 (90.9%) | 835tok | 4.35s
Baseline | pred='nlyeeiyntn' | pos_acc=4/11 (36.4%) | 378tok | 1.23s | len_mismatch(gold=11, pred=10)
CoT      | pred='nlyeeiyntn' | pos_acc=4/11 (36.4%) | 403tok | 1.11s | len_mismatch(gold=11, pred=10)
L2M      | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | 736tok | 4.15s
L2M-DV   | pred='nyreynynnnn' | pos_acc=10/11 (90.9%) | 831tok | 4.37s
Baseline | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | 369tok | 1.02s | len_mismatch(gold=11, pred=10)
CoT      | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | 394tok | 0.99s | len_mismatch(gold=11, pred=10)
L2M      | pred='ysynnxlnyny' | pos_acc=8/11 (72.7%) | 727tok | 3.01s
L2M-DV   | pred='ysynnxnlnny' | pos_acc=8/11 (72.7%) | 815tok | 3.21s
Baseline | pred='nnnsnnnsmnn' | pos_acc=6/11 (54.5%) | 374tok | 0.86s
CoT      | pred='nnnsnnnnnnn' | pos_acc=6/11 (54.5%) | 399tok | 0.81s
L2M      | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | 733tok | 3.84s
L2M-DV   | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | 821tok | 4.04s
Baseline | pred='nnmnnntyyly' | pos_acc=9/11 (81.8%) | 382tok | 1.03s
CoT      | pred='nnmnnntyyyl' | pos_acc=9/11 (81.8%) | 407tok | 1.02s
L2M      | pred='nnmnnnyyyyy' | pos_acc=11/11 (100.0%) | 740tok | 2.91s
L2M-DV   | pred='nnmnnnyyyyy' | pos_acc=11/11 (100.0%) | 837tok | 2.87s
Baseline | pred='nnntelntnn' | pos_acc=5/11 (45.5%) | 372tok | 0.96s | len_mismatch(gold=11, pred=10)
CoT      | pred='nnntelntnn' | pos_acc=5/11 (45.5%) | 397tok | 1.29s | len_mismatch(gold=11, pred=10)
L2M      | pred='nnnyeytnynn' | pos_acc=11/11 (100.0%) | 731tok | 5.65s
L2M-DV   | pred='nnnyeytnynn' | pos_acc=11/11 (100.0%) | 820tok | 3.36s
Baseline | pred='ylyytyeeiss' | pos_acc=3/11 (27.3%) | 376tok | 1.06s
CoT      | pred='ylyytyeecln' | pos_acc=4/11 (36.4%) | 402tok | 0.91s
L2M      | pred='yyylyensyyn' | pos_acc=9/11 (81.8%) | 736tok | 3.16s
L2M-DV   | pred='yyyylesyynn' | pos_acc=8/11 (72.7%) | 825tok | 3.55s
Baseline | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | 375tok | 0.84s | len_mismatch(gold=11, pred=10)
CoT      | pred='yyyynnnnmmm' | pos_acc=8/11 (72.7%) | 400tok | 0.98s
L2M      | pred='yyyynnynnym' | pos_acc=11/11 (100.0%) | 733tok | 4.45s
L2M-DV   | pred='yyyynnnnym' | pos_acc=7/11 (63.6%) | 825tok | 4.35s | len_mismatch(gold=11, pred=10)
Baseline | pred='syynnnnyrnn' | pos_acc=8/11 (72.7%) | 372tok | 0.91s
CoT      | pred='syynnnnnyin' | pos_acc=8/11 (72.7%) | 397tok | 0.94s
L2M      | pred='syynynyyyyn' | pos_acc=8/11 (72.7%) | 730tok | 3.08s
L2M-DV   | pred='synnnyynyn' | pos_acc=6/11 (54.5%) | 819tok | 4.13s | len_mismatch(gold=11, pred=10)
Baseline | pred='yntyyynnnly' | pos_acc=8/11 (72.7%) | 377tok | 1.13s
CoT      | pred='yntyyednnon' | pos_acc=5/11 (45.5%) | 402tok | 1.39s
L2M      | pred='ynnyeynnyny' | pos_acc=10/11 (90.9%) | 735tok | 2.68s
L2M-DV   | pred='ynynennnnny' | pos_acc=8/11 (72.7%) | 826tok | 2.54s
Baseline | pred='eennlylnly' | pos_acc=2/11 (18.2%) | 376tok | 0.96s | len_mismatch(gold=11, pred=10)
CoT      | pred='eennlylnly' | pos_acc=2/11 (18.2%) | 401tok | 1.07s | len_mismatch(gold=11, pred=10)
L2M      | pred='elynyeensry' | pos_acc=8/11 (72.7%) | 735tok | 3.30s
L2M-DV   | pred='elynyenrsry' | pos_acc=9/11 (81.8%) | 828tok | 4.24s
Baseline | pred='elnnlyyymse' | pos_acc=5/11 (45.5%) | 376tok | 1.12s
CoT      | pred='elnnlyyymse' | pos_acc=5/11 (45.5%) | 401tok | 1.45s
L2M      | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | 734tok | 45.08s
L2M-DV   | pred='eyntyyymeey' | pos_acc=9/11 (81.8%) | 830tok | 2.72s
Baseline | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | 376tok | 1.04s
CoT      | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | 401tok | 0.93s
L2M      | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | 735tok | 2.92s
L2M-DV   | pred='nlnnysyynnn' | pos_acc=9/11 (81.8%) | 813tok | 3.74s
Baseline | pred='etnnnsyntle' | pos_acc=6/11 (54.5%) | 377tok | 1.61s
CoT      | pred='elnnnntnnle' | pos_acc=6/11 (54.5%) | 402tok | 0.96s
L2M      | pred='eenyneynnne' | pos_acc=11/11 (100.0%) | 734tok | 4.32s
L2M-DV   | pred='eenyneynnee' | pos_acc=10/11 (90.9%) | 810tok | 4.79s
Baseline | pred='lnnynyyntcl' | pos_acc=7/11 (63.6%) | 375tok | 1.02s
CoT      | pred='lnnynytntcl' | pos_acc=6/11 (54.5%) | 400tok | 1.49s
L2M      | pred='lynynnyynyl' | pos_acc=8/11 (72.7%) | 733tok | 3.28s
L2M-DV   | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | 823tok | 2.82s
Baseline | pred='nnnedyyytse' | pos_acc=7/11 (63.6%) | 379tok | 1.54s
CoT      | pred='nnnedyyytse' | pos_acc=7/11 (63.6%) | 404tok | 0.95s
L2M      | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | 738tok | 3.35s
L2M-DV   | pred='nnseeyyyyne' | pos_acc=11/11 (100.0%) | 831tok | 2.86s
Baseline | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | 372tok | 0.83s
CoT      | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | 397tok | 1.03s
L2M      | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | 733tok | 2.14s
L2M-DV   | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | 820tok | 4.25s
Baseline | pred='nnlnlnltynn' | pos_acc=5/11 (45.5%) | 372tok | 1.04s
CoT      | pred='nnlnlnlntn' | pos_acc=4/11 (36.4%) | 397tok | 1.66s | len_mismatch(gold=11, pred=10)
L2M      | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | 731tok | 2.86s
L2M-DV   | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | 962tok | 4.86s
Baseline | pred='nnlylnoonnn' | pos_acc=5/11 (45.5%) | 376tok | 2.63s
CoT      | pred='nnlylnoontn' | pos_acc=4/11 (36.4%) | 401tok | 1.02s
L2M      | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | 733tok | 4.27s
L2M-DV   | pred='nnylnynnnnn' | pos_acc=8/11 (72.7%) | 829tok | 2.82s
Baseline | pred='onyyelntnon' | pos_acc=5/11 (45.5%) | 379tok | 1.37s
CoT      | pred='onyyelnoonn' | pos_acc=4/11 (36.4%) | 404tok | 0.91s
L2M      | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | 738tok | 2.81s
L2M-DV   | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | 831tok | 3.55s

### Batch Summary (n_words=11)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  50.91% | 7,522 | 1.174s |
| CoT      |  48.64% | 8,022 | 1.099s |
| L2M      |  89.09% | 14,691 | 5.627s |
| L2M-DV   |  86.36% | 16,631 | 3.671s |

======================================================================
num_words = 12 | batch_size = 20
Baseline | pred='esnnveyylny' | pos_acc=4/12 (33.3%) | 377tok | 1.08s | len_mismatch(gold=12, pred=11)
CoT      | pred='esnnvegylny' | pos_acc=3/12 (25.0%) | 402tok | 1.08s | len_mismatch(gold=12, pred=11)
L2M      | pred='elnseeyeenly' | pos_acc=8/12 (66.7%) | 755tok | 4.35s
L2M-DV   | pred='elnsenyyelny' | pos_acc=12/12 (100.0%) | 845tok | 3.46s
Baseline | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | 381tok | 1.26s | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | 406tok | 1.14s | len_mismatch(gold=12, pred=11)
L2M      | pred='nlnnynntynnn' | pos_acc=10/12 (83.3%) | 760tok | 3.31s
L2M-DV   | pred='nlnnnynynnnn' | pos_acc=10/12 (83.3%) | 840tok | 4.37s
Baseline | pred='ytyyynlntyy' | pos_acc=3/12 (25.0%) | 388tok | 1.10s | len_mismatch(gold=12, pred=11)
CoT      | pred='yyyynnnnnnnn' | pos_acc=5/12 (41.7%) | 413tok | 0.88s
L2M      | pred='yyenynemney' | pos_acc=8/12 (66.7%) | 764tok | 3.02s | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='yyeynemneyy' | pos_acc=6/12 (50.0%) | 861tok | 2.90s | len_mismatch(gold=12, pred=11)
Baseline | pred='yllnynssnnee' | pos_acc=6/12 (50.0%) | 383tok | 1.06s
CoT      | pred='yllnynssnnoe' | pos_acc=6/12 (50.0%) | 409tok | 0.92s
L2M      | pred='ylynyscymsny' | pos_acc=9/12 (75.0%) | 759tok | 3.85s
L2M-DV   | pred='ylynyycsnnny' | pos_acc=11/12 (91.7%) | 857tok | 3.89s
Baseline | pred='yylndlyngne' | pos_acc=3/12 (25.0%) | 377tok | 1.23s | len_mismatch(gold=12, pred=11)
