
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | compared=1
L2M      | pred='nxnllryyyy' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='nxnnlyryyy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | compared=10
CoT      | pred='yynnllnnnn' | pos_acc=9/10 (90.0%) | compared=10
L2M      | pred='ynnlsnnnnn' | pos_acc=6/10 (60.0%) | compared=10
L2M-DV   | pred='yynlsnnnnn' | pos_acc=7/10 (70.0%) | compared=10
Baseline | pred='edlyymnngy' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='edlyynsgyy' | pos_acc=3/10 (30.0%) | compared=10
L2M      | pred='eyyylyynny' | pos_acc=6/10 (60.0%) | compared=10
L2M-DV   | pred='eyylyynmny' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nelnynlnnn' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='nelnnnlnnm' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='nennnynlmn' | pos_acc=8/10 (80.0%) | compared=10
L2M-DV   | pred='nennnynlmn' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='ialnylygyy' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='yntlnllygy' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='ynynyllyyy' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='ynynlyyyyy' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='elyyolnnyz' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='elyylnnlym' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='elylyelynyn' | pos_acc=4/10 (40.0%) | compared=10 | len_mismatch(gold=10, pred=11)
L2M-DV   | pred='elylyleynn' | pos_acc=4/10 (40.0%) | compared=10
Baseline | pred='mnntnnoomy' | pos_acc=3/10 (30.0%) | compared=10
CoT      | pred='mnntnnoomm' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='myneynmyym' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='myneynymym' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='yyrneeynyo' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='yyyneeynnn' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='ynnneyyysn' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='yynneyyysn' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ylnnnlyety' | pos_acc=3/10 (30.0%) | compared=10
CoT      | pred='ylnnnlyney' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynmnyylney' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yelmmynity' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='yelmmynity' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yeymymyyny' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='myyynsyyye' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='myytgnlnce' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='myyyynsyye' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='lyylnrlnll' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='lyylnrlnsl' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='nynlyrnlnl' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ynlltynnlx' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='ylnnynynnx' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='ynlnynnnnx' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='ynlnyyyxnx' | pos_acc=8/10 (80.0%) | compared=10
Baseline | pred='nnceylnylx' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nnceylnlrx' | pos_acc=6/10 (60.0%) | compared=10
L2M      | pred='nnemyynllx' | pos_acc=9/10 (90.0%) | compared=10
L2M-DV   | pred='nnemyynlyx' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yynelgnmly' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='yyyelnygly' | pos_acc=8/10 (80.0%) | compared=10
L2M      | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyyelnynmy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyllttcgy' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyylctncyy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='ynoletynss' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='ynoletnson' | pos_acc=3/10 (30.0%) | compared=10
L2M      | pred='ynylyymnys' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='ynlyymnys' | pos_acc=3/10 (30.0%) | compared=9 | len_mismatch(gold=10, pred=9)
Baseline | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | compared=10
CoT      | pred='yyyllmnncc' | pos_acc=7/10 (70.0%) | compared=10
L2M      | pred='yyyllynmyc' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='yyylllynmc' | pos_acc=6/10 (60.0%) | compared=10
Baseline | pred='nnllnnyvee' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nsseneeynn' | pos_acc=5/10 (50.0%) | compared=10
L2M      | pred='nslennyeyn' | pos_acc=10/10 (100.0%) | compared=10
L2M-DV   | pred='nslennyeen' | pos_acc=9/10 (90.0%) | compared=10

[Batch Summary for n_words=10]
  Baseline  : 54.00%
  CoT       : 54.00%
  L2M       : 87.00%
  L2M-DV    : 85.50%

======================================================================
num_words = 11 | batch_size = 20
Baseline | pred='lnnnnldcylr' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='yntnnleecty' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='ynnelneclly' | pos_acc=5/11 (45.5%) | compared=11
L2M-DV   | pred='ynnnelnecly' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nlyeeoynnn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nlyeeiyntn' | pos_acc=4/11 (36.4%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nyreynyyynn' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nyreynynnnn' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='yssnnnooyy' | pos_acc=6/11 (54.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='ysynnxlynyy' | pos_acc=6/11 (54.5%) | compared=11
L2M-DV   | pred='ysynnnylyny' | pos_acc=10/11 (90.9%) | compared=11
Baseline | pred='nnnsnnnsmnn' | pos_acc=6/11 (54.5%) | compared=11
CoT      | pred='nnntnnnnnns' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nynnnnynmyn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnmnnnynyyy' | pos_acc=10/11 (90.9%) | compared=11
CoT      | pred='nnmnnntyyly' | pos_acc=9/11 (81.8%) | compared=11
L2M      | pred='nnnnnnyyyyy' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='nnmnnnyyyyy' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnntelnotn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nnntelntnn' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nnneyytnnnn' | pos_acc=8/11 (72.7%) | compared=11
L2M-DV   | pred='nnnyeytnynn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='ylyytyeecln' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='ylyylnnecss' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='yyylenysynn' | pos_acc=6/11 (54.5%) | compared=11
L2M-DV   | pred='yyyylesyynn' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='yyyynnnnmm' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='yyyynnynnym' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='yyyynnnnym' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
Baseline | pred='syynnnnnyin' | pos_acc=8/11 (72.7%) | compared=11
CoT      | pred='syynnnnnyin' | pos_acc=8/11 (72.7%) | compared=11
L2M      | pred='syynynyyyyn' | pos_acc=8/11 (72.7%) | compared=11
L2M-DV   | pred='synnnyyynyn' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='yntyyednnon' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='yntyyneonyl' | pos_acc=4/11 (36.4%) | compared=11
L2M      | pred='ynnyeynnyny' | pos_acc=10/11 (90.9%) | compared=11
L2M-DV   | pred='ynyneynnyny' | pos_acc=8/11 (72.7%) | compared=11
Baseline | pred='eennlylnly' | pos_acc=2/11 (18.2%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='etynlynlrly' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='elynyyensry' | pos_acc=7/11 (63.6%) | compared=11
L2M-DV   | pred='elynyenrsry' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='elnnlyyymey' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='elnnlyyytse' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='eyntyyymeye' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnntyyssnns' | pos_acc=7/11 (63.6%) | compared=11
CoT      | pred='nnntyyssnno' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nlnnyysynnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='eereesnntle' | pos_acc=4/11 (36.4%) | compared=11
CoT      | pred='elnnntnnonl' | pos_acc=5/11 (45.5%) | compared=11
L2M      | pred='eenyneynnne' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='eenynenynne' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='lnnynntnlyl' | pos_acc=8/11 (72.7%) | compared=11
CoT      | pred='lnyylnytnl' | pos_acc=7/11 (63.6%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='lnyynnynnyl' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnssletynse' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='nnnedyytyee' | pos_acc=7/11 (63.6%) | compared=11
L2M      | pred='nnsyeeyyyne' | pos_acc=9/11 (81.8%) | compared=11
L2M-DV   | pred='nnseeyyyyne' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | compared=11
CoT      | pred='nonnglnnnon' | pos_acc=2/11 (18.2%) | compared=11
L2M      | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nlsgynltmnn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='nnlnlnltynn' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='nnlnlnlntn' | pos_acc=4/11 (36.4%) | compared=10 | len_mismatch(gold=11, pred=10)
L2M      | pred='nenlnnlynnn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nenlnnlnynn' | pos_acc=9/11 (81.8%) | compared=11
Baseline | pred='nnlylnoonnn' | pos_acc=5/11 (45.5%) | compared=11
CoT      | pred='nnlylnoontn' | pos_acc=4/11 (36.4%) | compared=11
L2M      | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nnylynnnynn' | pos_acc=11/11 (100.0%) | compared=11
Baseline | pred='noeyemnyon' | pos_acc=5/11 (45.5%) | compared=10 | len_mismatch(gold=11, pred=10)
CoT      | pred='nyseloonrne' | pos_acc=3/11 (27.3%) | compared=11
L2M      | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | compared=11
L2M-DV   | pred='nyyeemnynen' | pos_acc=11/11 (100.0%) | compared=11

[Batch Summary for n_words=11]
  Baseline  : 49.09%
  CoT       : 49.55%
  L2M       : 85.91%
  L2M-DV    : 90.45%

======================================================================
num_words = 12 | batch_size = 20
Baseline | pred='etnnveyylny' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='ealnessyyny' | pos_acc=3/12 (25.0%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='elnseeyyelyn' | pos_acc=9/12 (75.0%) | compared=12
L2M-DV   | pred='elnsenyyelny' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nonnlnntnnn' | pos_acc=7/12 (58.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntnnntnnn' | pos_acc=7/12 (58.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nlnnynntynnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nlnnnynynnnn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='ytyyynlntyy' | pos_acc=3/12 (25.0%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='yyyynnnnnnny' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='yyenynemney' | pos_acc=8/12 (66.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M-DV   | pred='yyeenymneyy' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='yllnlyyynnnn' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='yllnynyyssnn' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='ylynyscymsny' | pos_acc=9/12 (75.0%) | compared=12
L2M-DV   | pred='ylynyycsnnyy' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='yyylnlnngne' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='yyyynllngne' | pos_acc=3/12 (25.0%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='yyynyyngyyne' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='yxnnynyyynnn' | pos_acc=10/12 (83.3%) | compared=12
CoT      | pred='yxrtyyssnnnn' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='yxnyynyyynnn' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='yxynsynyyyn' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='nlnltylgnysl' | pos_acc=4/12 (33.3%) | compared=12
CoT      | pred='nlnnynllnsss' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='nnrnylnneeyy' | pos_acc=8/12 (66.7%) | compared=12
L2M-DV   | pred='nnrnylnenysy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='yntyynglnnnn' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='yntyylnneon' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yngynnneynsn' | pos_acc=7/12 (58.3%) | compared=12
L2M-DV   | pred='yngynneynsnn' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='ennmnyetnnoa' | pos_acc=3/12 (25.0%) | compared=12
CoT      | pred='emnmnnynnnnn' | pos_acc=4/12 (33.3%) | compared=12
L2M      | pred='eymynytneynn' | pos_acc=9/12 (75.0%) | compared=12
L2M-DV   | pred='eymynyteynyn' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='yntnngyytgyg' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='yntnngyytgye' | pos_acc=8/12 (66.7%) | compared=12
L2M      | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='ynennmyysnye' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nysyllyltyy' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nysylgldxytx' | pos_acc=5/12 (41.7%) | compared=12
L2M      | pred='nyllyyylxyny' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='nylyeeelyxny' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='onlnlnymss' | pos_acc=1/12 (8.3%) | compared=10 | len_mismatch(gold=12, pred=10)
CoT      | pred='onlnltdylss' | pos_acc=1/12 (8.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nenynneymyys' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nenynnenyyns' | pos_acc=10/12 (83.3%) | compared=12
Baseline | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='lyllyyltntn' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nyelyyynnnel' | pos_acc=11/12 (91.7%) | compared=12
L2M-DV   | pred='nyllyyyynnel' | pos_acc=11/12 (91.7%) | compared=12
Baseline | pred='yyylyelnenn' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='yyylyelntnn' | pos_acc=6/12 (50.0%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='yyeeyennnnnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='yyeeynynnnnn' | pos_acc=8/12 (66.7%) | compared=12
Baseline | pred='synglnltyym' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='sytnoalymyy' | pos_acc=4/12 (33.3%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='synnylnrymyy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='ntyntnnnynnn' | pos_acc=8/12 (66.7%) | compared=12
CoT      | pred='ntytnnnyoynn' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='nyytynrnynnn' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nyytyyrnynnn' | pos_acc=11/12 (91.7%) | compared=12
Baseline | pred='nneneeyeeve' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nneneeyeeve' | pos_acc=5/12 (41.7%) | compared=11 | len_mismatch(gold=12, pred=11)
L2M      | pred='nnennyereyye' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nnenneyreyee' | pos_acc=9/12 (75.0%) | compared=12
Baseline | pred='elnmneeyytly' | pos_acc=6/12 (50.0%) | compared=12
CoT      | pred='elmnleeyylyt' | pos_acc=7/12 (58.3%) | compared=12
L2M      | pred='enmnneyyyyyy' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='enmnneyyyyyy' | pos_acc=12/12 (100.0%) | compared=12
Baseline | pred='nonylnlnein' | pos_acc=7/12 (58.3%) | compared=11 | len_mismatch(gold=12, pred=11)
CoT      | pred='nnntyyllnnsn' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='nnnyynlyeynn' | pos_acc=12/12 (100.0%) | compared=12
L2M-DV   | pred='nnnyynlyeyn' | pos_acc=11/12 (91.7%) | compared=11 | len_mismatch(gold=12, pred=11)
Baseline | pred='ednnlylntnnn' | pos_acc=7/12 (58.3%) | compared=12
CoT      | pred='ednnlylrynnn' | pos_acc=6/12 (50.0%) | compared=12
L2M      | pred='ennyllytnnnn' | pos_acc=10/12 (83.3%) | compared=12
L2M-DV   | pred='ennyltynnnnn' | pos_acc=12/12 (100.0%) | compared=12

[Batch Summary for n_words=12]
  Baseline  : 45.83%
  CoT       : 42.08%
  L2M       : 86.25%
  L2M-DV    : 85.83%

======================================================================
num_words = 13 | batch_size = 20
Baseline | pred='ynegllytynnyy' | pos_acc=9/13 (69.2%) | compared=13
CoT      | pred='ynecllgnnlyy' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='ynmccnlyynnyy' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='ynmcnlyyynnyy' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='ynoanllgntlyy' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='ynoonllgntlyy' | pos_acc=6/13 (46.2%) | compared=13
L2M      | pred='ynennlleyneny' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='ynennlyeneyny' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='neterleelal' | pos_acc=4/13 (30.8%) | compared=11 | len_mismatch(gold=13, pred=11)
CoT      | pred='neseeylctnll' | pos_acc=2/13 (15.4%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='neysyellsnl' | pos_acc=6/13 (46.2%) | compared=11 | len_mismatch(gold=13, pred=11)
L2M-DV   | pred='neysyeeyellnl' | pos_acc=9/13 (69.2%) | compared=13
Baseline | pred='ealmsnoenlton' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='eledmsnlelynn' | pos_acc=7/13 (53.8%) | compared=13
L2M      | pred='elemmnyeneynn' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='elemmneynennn' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='nnnnltyeeetnn' | pos_acc=7/13 (53.8%) | compared=13
CoT      | pred='nnntlltyneone' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='nnnnlyeyelynyn' | pos_acc=10/13 (76.9%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M-DV   | pred='nnnnlyeyelnyn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='ylyetllsytntnce' | pos_acc=3/13 (23.1%) | compared=13 | len_mismatch(gold=13, pred=15)
CoT      | pred='ylytylnssnce' | pos_acc=3/13 (23.1%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='yyeylllsyynye' | pos_acc=8/13 (61.5%) | compared=13
L2M-DV   | pred='yyelllsyynne' | pos_acc=9/13 (69.2%) | compared=12 | len_mismatch(gold=13, pred=12)
Baseline | pred='elnnssnlnvtyy' | pos_acc=3/13 (23.1%) | compared=13
CoT      | pred='yelssnnntnnyy' | pos_acc=8/13 (61.5%) | compared=13
L2M      | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='yensnnnclnney' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='cndynogeylntj' | pos_acc=5/13 (38.5%) | compared=13
CoT      | pred='cndynoglltyl' | pos_acc=3/13 (23.1%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='cnynnyyeynynl' | pos_acc=10/13 (76.9%) | compared=13
Baseline | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | compared=13
CoT      | pred='yveelntnltmnm' | pos_acc=3/13 (23.1%) | compared=13
L2M      | pred='yyeemnnlcysmn' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='yyeeemnlcysmn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='nnnereltlnyiy' | pos_acc=6/13 (46.2%) | compared=13
CoT      | pred='nnnereltlnyy' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | compared=13
L2M-DV   | pred='nnyeyermcnley' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='nnlnnnynnnntt' | pos_acc=9/13 (69.2%) | compared=13
CoT      | pred='nnlnnnnnnnnny' | pos_acc=8/13 (61.5%) | compared=13
L2M      | pred='nlnlnynnnnnty' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='nlnlnnynnnnty' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yyltynlyllyly' | pos_acc=4/13 (30.8%) | compared=13
CoT      | pred='yyltynynllyly' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='yylynyyeynyly' | pos_acc=10/13 (76.9%) | compared=13
L2M-DV   | pred='yylnyyeyynyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
Baseline | pred='lglntyyrylnnl' | pos_acc=4/13 (30.8%) | compared=13
CoT      | pred='nllntyyynlnaa' | pos_acc=5/13 (38.5%) | compared=13
L2M      | pred='nlynyeynnynnl' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='nlynynynnyynl' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='elnngmldnlyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='elnngmldnlyy' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | compared=13
L2M-DV   | pred='elnnymlnnyyny' | pos_acc=11/13 (84.6%) | compared=13
Baseline | pred='yelelnyngn' | pos_acc=5/13 (38.5%) | compared=10 | len_mismatch(gold=13, pred=10)
CoT      | pred='yelntynoymnm' | pos_acc=5/13 (38.5%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='yelyeynynnymn' | pos_acc=9/13 (69.2%) | compared=13
L2M-DV   | pred='yelneyyynnmyn' | pos_acc=13/13 (100.0%) | compared=13
Baseline | pred='yrrygynelneese' | pos_acc=7/13 (53.8%) | compared=13 | len_mismatch(gold=13, pred=14)
CoT      | pred='yrryggelnyee' | pos_acc=6/13 (46.2%) | compared=12 | len_mismatch(gold=13, pred=12)
L2M      | pred='yrnyggeeyyneee' | pos_acc=10/13 (76.9%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M-DV   | pred='yrnygyennnnee' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='cnyytltynnnrrr' | pos_acc=7/13 (53.8%) | compared=13 | len_mismatch(gold=13, pred=14)
CoT      | pred='cnylyyynnnnrrr' | pos_acc=10/13 (76.9%) | compared=13 | len_mismatch(gold=13, pred=14)
L2M      | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | compared=13
L2M-DV   | pred='cnyyyyynnnner' | pos_acc=12/13 (92.3%) | compared=13
Baseline | pred='noynelzeyltn' | pos_acc=7/13 (53.8%) | compared=12 | len_mismatch(gold=13, pred=12)
CoT      | pred='onyylnnnoalll' | pos_acc=5/13 (38.5%) | compared=13
